position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week
1,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,695279,,1,1,new,2017,1
2,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,685575,,1,2,new,2017,1
3,4kKJ5CjwCtksszPMntho4N,Mauvaise graine,Nekfeu,658144,,1,3,new,2017,1
4,11hj8c8BCRd5ND3CRhZSvt,Squa,Nekfeu,639391,,1,4,new,2017,1
5,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,638408,,1,5,new,2017,1
6,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,587443,,1,6,new,2017,1
7,6x8j5V85ZJHtvOSjSamcVc,Afro Trap Pt. 7 (La puissance),MHD,587117,,1,7,new,2017,1
8,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,554670,,1,8,new,2017,1
9,5t9fmZx0pcNxLykKTv6eOe,Saturne,Nekfeu,534556,,1,9,new,2017,1
10,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,533857,,1,10,new,2017,1
11,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,523352,,1,11,new,2017,1
12,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,509350,,1,12,new,2017,1
13,0ban5QRXUveaKtQPGuaoQ9,Tchoin,Kaaris,506785,,1,13,new,2017,1
14,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,498522,,1,14,new,2017,1
15,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,490317,,1,15,new,2017,1
16,4GCIYE1x1TWJCChPkpy9by,Onizuka,PNL,467319,,1,16,new,2017,1
17,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,464414,,1,17,new,2017,1
18,6c12fBpCtuVIq8OFxT0A3S,Lordly (feat. Alex Aiono),Feder,460861,,1,18,new,2017,1
19,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,452712,,1,19,new,2017,1
20,1iDQ2zCOU1uYeR8QcpqUZb,DKR,Booba,446806,,1,20,new,2017,1
21,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,446271,,1,21,new,2017,1
22,6FK7DCwcQWWWG9VAT6ZGvz,Pop Corn,Boostee,443055,,1,22,new,2017,1
23,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,429900,,1,23,new,2017,1
24,6HViP4DVYa8gQtxLndmhwu,Aloha,Møme,426153,,1,24,new,2017,1
25,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,423669,,1,25,new,2017,1
26,6bXd0YhKLCTvlLVc4tErH9,Tchikita,Jul,417073,,1,26,new,2017,1
27,0myHuhA1FkppaClYHRoxX0,6.45i,SCH,400592,,1,27,new,2017,1
28,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,397101,,1,28,new,2017,1
29,5jGuAvPX3Ufo55DIZlCaHq,Réalité augmentée,Nekfeu,389013,,1,29,new,2017,1
30,0lkQfsTMmtDA37tjjew9n0,Naha,PNL,381425,,1,30,new,2017,1
31,63z6p4gpgnpZprANkpBIHH,Infréquentables,Dosseh,379126,,1,31,new,2017,1
32,2KiHXiqQA2dHiLfeSxtTeP,Bazardée,KeBlack,377107,,1,32,new,2017,1
33,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,375844,,1,33,new,2017,1
34,6YHNKVx7gSsOX7xq6jaqeq,Humanoïde,Nekfeu,373245,,1,34,new,2017,1
35,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,369779,,1,35,new,2017,1
36,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,367506,,1,36,new,2017,1
37,5DA77EqppDmCTWGovd4oTP,Sex,Cheat Codes,366609,,1,37,new,2017,1
38,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,365958,,1,38,new,2017,1
39,4J6xvZhJh26lmAEAXGDCKu,Heal Tomorrow,Naive New Beaters,363122,,1,39,new,2017,1
40,2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,360352,,1,40,new,2017,1
41,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,350685,,1,41,new,2017,1
42,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,350160,,1,42,new,2017,1
43,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,339758,,1,43,new,2017,1
44,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,338935,,1,44,new,2017,1
45,5cbyl4wFM4UYnQGoA0dcAk,On m'appelle l'ovni,Jul,335876,,1,45,new,2017,1
46,6AHgVddvpK6wQpifbtInW1,Avant tu riais,Nekfeu,334645,,1,46,new,2017,1
47,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,333899,,1,47,new,2017,1
48,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,333296,,1,48,new,2017,1
49,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,332743,,1,49,new,2017,1
50,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,332420,,1,50,new,2017,1
51,5kkqEHDSAU5S4TgKQN1l9d,Galatée,Nekfeu,329882,,1,51,new,2017,1
52,5GhWx7Hzju2oRyhVY6k9QH,Blow,Kaaris,317554,,1,52,new,2017,1
53,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,317226,,1,53,new,2017,1
54,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,314217,,1,54,new,2017,1
55,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,312971,,1,55,new,2017,1
56,2gcZZpnrxbShZPLKiNUVga,Esquimaux,Nekfeu,312357,,1,56,new,2017,1
57,0sqOIwjQoaiEXcSgl8iqsi,Oblah,Gradur,311466,,1,57,new,2017,1
58,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,309687,,1,58,new,2017,1
59,5ASacvNO76BB7Dxtp74qqz,Tout donner - Pilule violette,Maître Gims,306918,,1,59,new,2017,1
60,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,306279,,1,60,new,2017,1
61,5dyDkXi1bnQKSyIdO0JXp8,Hundred Miles,Yall,296272,,1,61,new,2017,1
62,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,288903,,1,62,new,2017,1
63,5NZpY9WeWFtlHVgepfCamX,Dans la légende,PNL,285965,,1,63,new,2017,1
64,00X2yv2vrtritPt2CZnUTZ,Bené,PNL,285306,,1,64,new,2017,1
65,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,279406,,1,65,new,2017,1
66,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,272505,,1,66,new,2017,1
67,0xH4qR6s5TqdzMKRkloBnh,Le regard des gens,Nekfeu,272438,,1,67,new,2017,1
68,6J4VvZ3pIit9KgFtUDniwm,Nekketsu,Nekfeu,270848,,1,68,new,2017,1
69,5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,266942,,1,69,new,2017,1
70,4RhPtvcQqowlT2HSc00LxY,Poussière,Kaaris,263750,,1,70,new,2017,1
71,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,263071,,1,71,new,2017,1
72,783vFwxaUzpGYAOEcGok9w,Elle et l'autre,Jul,257632,,1,72,new,2017,1
73,1WC2ctyzNjpgkhF0dplias,Halcyon Birds,Broken Back,256769,,1,73,new,2017,1
74,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,249056,,1,74,new,2017,1
75,3SqvR3HYLlCTYzbDXJ52OC,Lost on You,LP,239308,,1,75,new,2017,1
76,7abpmGpF7PGep2rDU68GBR,Tuesday,Burak Yeter,238957,,1,76,new,2017,1
77,3zLMWD22TUiKZ3L6FPjiCL,Andale (feat. Gradur),Sadek,230072,,1,77,new,2017,1
78,5UOGzIMvxXyRZIWBbqDcpU,DA,PNL,229468,,1,78,new,2017,1
79,0v9yrgq9lNv5RJ3NPkCxmg,A Kele Nta,MHD,228207,,1,79,new,2017,1
80,1ka8yYr5OnUrh0k59d7Gfd,O.D,Nekfeu,227920,,1,80,new,2017,1
81,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,227364,,1,81,new,2017,1
82,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,226500,,1,82,new,2017,1
83,0u6HzAVFUBiKslzPF9G9vd,Dis-moi que tu m'aimes,Ninho,225617,,1,83,new,2017,1
84,4jgTc6njkNCMonjSUBz89V,Nador,Kaaris,223956,,1,84,new,2017,1
85,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,223537,,1,85,new,2017,1
86,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,219144,,1,86,new,2017,1
87,6iwkDhmdFfXu9RpjXrgFhz,Mon Everest (feat. Marina Kaye),Soprano,217639,,1,87,new,2017,1
88,2sOrroHqKbYFP2MfHxhQMc,Cellophané,Rim'K,216543,,1,88,new,2017,1
89,2Vd1vVQaBilW0O6nmU5BkH,Je m'en vais,Vianney,216241,,1,89,new,2017,1
90,1hVEHazr1EDumcrGlEU5XF,Besoin de sens,Nekfeu,211965,,1,90,new,2017,1
91,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,209259,,1,91,new,2017,1
92,46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,204872,,1,92,new,2017,1
93,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,204819,,1,93,new,2017,1
94,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,201746,,1,94,new,2017,1
95,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,200957,,1,95,new,2017,1
96,3BMcY4M9KsjoQk3FiNU7Er,Silver,Fakear,199473,,1,96,new,2017,1
97,343YBumqHu19cGoGARUTsd,Fake Love,Drake,199122,,1,97,new,2017,1
98,2E681kTbT2vG47YqQJSQgw,C'est le son de la gratte,Jul,198533,,1,98,new,2017,1
99,2jBleFNl3YK8lyJc1OvxXt,Jusqu'au dernier gramme,PNL,197694,,1,99,new,2017,1
100,5zCO1EU3KpM2tsFaZdu9vq,Boyz N The Hood,Kaaris,197404,,1,100,new,2017,1
101,69eH18SnGxcVSFuQJCBGBY,Programmé,Nekfeu,196278,,1,101,new,2017,1
102,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,196075,,1,102,new,2017,1
103,5FOAptZGxeMAO0BJSQh2fc,Blended Family (What You Do For Love),Alicia Keys,195725,,1,103,new,2017,1
104,0a5ClTPUJK0hYyXH0emy63,Commando,Niska,195251,,1,104,new,2017,1
105,3Y9l5dKsuaipDSnPsHzogk,Vinyle,Nekfeu,193598,,1,105,new,2017,1
106,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,192486,,1,106,new,2017,1
107,7bTwYGhBdSQ8vuXc76Xint,Ophelia,The Lumineers,191304,,1,107,new,2017,1
108,5s3SBzT4zEYEITfzMoAyPm,Thibaut Courtois,Shay,189319,,1,108,new,2017,1
109,64I0PKLFEKlcvc7fEVUGq0,White Tiger - Single Version,Izzy Bizu,188939,,1,109,new,2017,1
110,1A5yplwEk6cJbAL63L6bkp,Bailar (feat. Pitbull & Elvis Crespo),Deorro,187820,,1,110,new,2017,1
111,2JJrn7v7lzYluRyu10qVAP,Qui a dit ?,Jul,186832,,1,111,new,2017,1
112,4S1ZmpEshXG3S0OLdodb1W,Skurt Cobain,Sneazzy,184763,,1,112,new,2017,1
113,3fHXUNVKNZQ4WaUGLwWxHP,Paris c'est loin,Damso,183179,,1,113,new,2017,1
114,46jLy47W8rkf8rEX04gMKB,Wherever I Go,OneRepublic,178436,,1,114,new,2017,1
115,2lFWyfuXtCN8Sb7cHJILva,J'suis QLF,PNL,177890,,1,115,new,2017,1
116,3IpVpvmYy0a2sXdDIdkAZA,Je m'en fous de ta nana,Jul,177361,,1,116,new,2017,1
117,3AbR9rS5iPPPG5F5TJtLMs,La Bise (feat. Brulux),Sadek,177067,,1,117,new,2017,1
118,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,173651,,1,118,new,2017,1
119,3JIqY33zQzdSgmcsMiAhUy,I Cry,Julian Perretta,172860,,1,119,new,2017,1
120,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,171046,,1,120,new,2017,1
121,5ursdjmzI73WAw0OPZx3qC,Binta,Alonzo,170955,,1,121,new,2017,1
122,5rg6jVjcRlnifV86hAA6ro,En feu,Soprano,168306,,1,122,new,2017,1
123,0CJ31BEjjl1tPIj0CKi9kH,Sapés comme jamais (feat. Niska) - Pilule bleue,Maître Gims,163830,,1,123,new,2017,1
124,31J8vqtOHXRJ8rtWwQKLw3,92i veyron,Booba,161982,,1,124,new,2017,1
125,42Repb4VlMz0HWpBYqyiRC,Kiname (feat. Booba),Fally Ipupa,159208,,1,125,new,2017,1
126,6npyDB4mn8MO1A1h666FTk,Bambina,PNL,158464,,1,126,new,2017,1
127,3N72BJfWdFQueMXe7BO5BU,E.T.,Jul,156992,,1,127,new,2017,1
128,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,156591,,1,128,new,2017,1
129,13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,156158,,1,129,new,2017,1
130,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,155619,,1,130,new,2017,1
131,2BYiWgDk243sjYEDjs2agc,Amnésie,Damso,155465,,1,131,new,2017,1
132,1eDfSe8ZSnjMDwLQKqBlPU,Dans ma vie,Gradur,153144,,1,132,new,2017,1
133,6cG9I4PyigCQJu6A6PmgH2,Arrêt du cœur,Kalash Criminel,152177,,1,133,new,2017,1
134,6WgQjBNpjnEJbOKAa0OMpY,Luz de Luna,PNL,146774,,1,134,new,2017,1
135,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,146317,,1,135,new,2017,1
136,7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),DRAM,143377,,1,136,new,2017,1
137,127LVxx0WkxbCcZqp2LAEY,Mon bijou,Jul,141570,,1,137,new,2017,1
138,1LfqARI0SU12ZCAU9xv3Iv,C'est ça,Jul,141033,,1,138,new,2017,1
139,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,140482,,1,139,new,2017,1
140,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,138858,,1,140,new,2017,1
141,2c5V0zLWBGh6qg15AJZOAn,Je fais le sourd,Jul,137999,,1,141,new,2017,1
142,4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,David Guetta,137931,,1,142,new,2017,1
143,3e2WOT8WgZpyNLZdlVVUpH,Tu sais pas,PNL,137122,,1,143,new,2017,1
144,7GzFUAGK2htn9iuSZLL4wf,J'ai déconné,KeBlack,136618,,1,144,new,2017,1
145,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,135205,,1,145,new,2017,1
146,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,135081,,1,146,new,2017,1
147,4c3I4JPNYHQvgG55mvVECj,Clandestina,Lartiste,134890,,1,147,new,2017,1
148,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,134493,,1,148,new,2017,1
149,4xyyC9MONeIkqOW67C38kw,Princesse,Nekfeu,134014,,1,149,new,2017,1
150,54yeXzsomwfb8BGOLsDfyo,Printemps blanc,Niro,133929,,1,150,new,2017,1
151,3S1eOzajaHB3LDizbx7ck5,Paix sans guerre,MRC,133701,,1,151,new,2017,1
152,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,133446,,1,152,new,2017,1
153,1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,133059,,1,153,new,2017,1
154,0ru2WYJ9xIMwc5MmU4MyOg,Blind - Radio Edit,Feder,132926,,1,154,new,2017,1
155,4HhvKoIbSn9lGKg2rDmAuD,Putain d'époque,Dosseh,132889,,1,155,new,2017,1
156,67GscT39t0LDBBAfgfnsuQ,J'fais mes affaires,Djadja & Dinaz,132429,,1,156,new,2017,1
157,0zw22D56UqMoouDHEp3d8p,E.L.E.P.H.A.N.T,Booba,130924,,1,157,new,2017,1
158,1YrC8s6yZWw23QxW6rfM9f,Come,Jain,129567,,1,158,new,2017,1
159,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,127870,,1,159,new,2017,1
160,6O85MfGECKBqAK2MgSbCaj,Places,Martin Solveig,126351,,1,160,new,2017,1
161,79fzoZLfu1drrTyJwTWD6b,Les princes,MZ,126039,,1,161,new,2017,1
162,3YOW5BmyATjFdLThldbWCt,Allo maman,SCH,124124,,1,162,new,2017,1
163,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,123855,,1,163,new,2017,1
164,53Y0kdCa1CZ9gRqEuknfwy,Bang My Head (feat. Sia & Fetty Wap),David Guetta,121940,,1,164,new,2017,1
165,4XaVGXF1KVcXBvxN5ovVxM,Un homme debout,Claudio Capéo,121793,,1,165,new,2017,1
166,2mFVt6vCOcR71lw3kY2UZB,Believer,Major Lazer,121613,,1,166,new,2017,1
167,12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,121351,,1,167,new,2017,1
168,7dn6WQzScfRGpp7XdTiCj0,Le monde ou rien,PNL,121023,,1,168,new,2017,1
169,3lV66ymv6hCcccdNeyMlUm,Mira,PNL,120389,,1,169,new,2017,1
170,1GQ0mfEsDH53do3fpaJHWa,Tout ira mieux,Ninho,118730,,1,170,new,2017,1
171,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,117799,,1,171,new,2017,1
172,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,117720,,1,172,new,2017,1
173,4T7fVWFjYNwkuCKRpKXVeB,#Askip,Black M,117467,,1,173,new,2017,1
174,1LViZZWxC7jqIQqBwTrT7z,J’aurais pas dû,S.Crew,116992,,1,174,new,2017,1
175,2wJ9TGvwOXWU9iIA9SjJch,Y'a pas de stress,Jul,115636,,1,175,new,2017,1
176,6fCA5hbJI1fD4YfNx7zJd6,Humain,PNL,114064,,1,176,new,2017,1
177,43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,114025,,1,177,new,2017,1
178,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,113540,,1,178,new,2017,1
179,0vPHA6ipjSD2B5lHKub21I,Afro Trap Pt. 3 (Champions League),MHD,113256,,1,179,new,2017,1
180,7lpfmAMzW3MlWSnXrwAGky,Uranus,PNL,112865,,1,180,new,2017,1
181,2hg9CrPl2xXw10gVEsdGQu,J'ai dit...,Jul,112835,,1,181,new,2017,1
182,4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,112783,,1,182,new,2017,1
183,0fQIB0rVuLNDNlq3B0hij9,Le lac,Julien Doré,111952,,1,183,new,2017,1
184,2nEoMpAOMd9ssMeuFhPcOh,Cabeza,Shay,111769,,1,184,new,2017,1
185,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,111644,,1,185,new,2017,1
186,7LrtJqLsLBoFvf1qUb2yLt,"Je dis rien, je vois tout, j'entends",Jul,111499,,1,186,new,2017,1
187,7xyyjOyiYVJCT3CmJl7HwW,Ma dope,Nekfeu,111153,,1,187,new,2017,1
188,4HsA7oqWAQSAAILNiBggVU,PMW,Shay,109931,,1,188,new,2017,1
189,2yYfWku1ndnxenRK318Ihz,On verra,Nekfeu,108010,,1,189,new,2017,1
190,00vk0sEfb6mr2ehwSw0Uhn,Don't Be So Shy - Filatov & Karas Remix,Imany,107513,,1,190,new,2017,1
191,4S6mzEdM0c3QqQ0NFFm1aF,Stop Us - Radio Edit,SIYYU,107094,,1,191,new,2017,1
192,6WMWi9Ca2vksL36tNUVBFb,Validée,Booba,107033,,1,192,new,2017,1
193,4M6HNRHyV2MykKp7gKQcyD,King,SAINT PHNX,106646,,1,193,new,2017,1
194,7rqyZM53JpYj86avtfmyeg,My Type,Saint Motel,106627,,1,194,new,2017,1
195,0y1QJc3SJVPKJ1OvFmFqe6,Way Down We Go,KALEO,106475,,1,195,new,2017,1
196,6VSoEbvJ50OgGzWyoWr55p,Contact,Kaaris,106177,,1,196,new,2017,1
197,6l83gaj4INg0DoQAc0A1NL,¿ Cómo Te Llamas ?,Jul,106078,,1,197,new,2017,1
198,1ZKdjffRB9iwbKrUXVXl05,Mais qu'est-ce qu'on s'en bat les couilles !,Jul,105487,,1,198,new,2017,1
199,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,104959,,1,199,new,2017,1
200,4Otg8MXqP8UK3QzcMlY1sx,Kratos,PNL,104862,,1,200,new,2017,1
1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,1094653,,1,1,new,2017,2
2,4kKJ5CjwCtksszPMntho4N,Mauvaise graine,Nekfeu,684720,3.0,2,2,1,2017,2
3,6x8j5V85ZJHtvOSjSamcVc,Afro Trap Pt. 7 (La puissance),MHD,651835,7.0,2,3,4,2017,2
4,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,633484,10.0,2,4,6,2017,2
5,11hj8c8BCRd5ND3CRhZSvt,Squa,Nekfeu,633382,4.0,2,4,-1,2017,2
6,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,582986,,1,6,new,2017,2
7,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,556300,2.0,2,2,-5,2017,2
8,0ban5QRXUveaKtQPGuaoQ9,Tchoin,Kaaris,553975,13.0,2,8,5,2017,2
9,5t9fmZx0pcNxLykKTv6eOe,Saturne,Nekfeu,542313,9.0,2,9,0,2017,2
10,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,513350,11.0,2,10,1,2017,2
11,4GCIYE1x1TWJCChPkpy9by,Onizuka,PNL,499048,16.0,2,11,5,2017,2
12,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,491564,15.0,2,12,3,2017,2
13,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,476721,14.0,2,13,1,2017,2
14,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,468477,8.0,2,8,-6,2017,2
15,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,461489,1.0,2,1,-14,2017,2
16,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,458007,12.0,2,12,-4,2017,2
17,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,453819,23.0,2,17,6,2017,2
18,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,441844,5.0,2,5,-13,2017,2
19,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,435569,17.0,2,17,-2,2017,2
20,1iDQ2zCOU1uYeR8QcpqUZb,DKR,Booba,434776,20.0,2,20,0,2017,2
21,2KiHXiqQA2dHiLfeSxtTeP,Bazardée,KeBlack,424380,32.0,2,21,11,2017,2
22,63z6p4gpgnpZprANkpBIHH,Infréquentables,Dosseh,415918,31.0,2,22,9,2017,2
23,0myHuhA1FkppaClYHRoxX0,6.45i,SCH,411147,27.0,2,23,4,2017,2
24,6FK7DCwcQWWWG9VAT6ZGvz,Pop Corn,Boostee,405374,22.0,2,22,-2,2017,2
25,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,402637,6.0,2,6,-19,2017,2
26,0lkQfsTMmtDA37tjjew9n0,Naha,PNL,402552,30.0,2,26,4,2017,2
27,2Vd1vVQaBilW0O6nmU5BkH,Je m'en vais,Vianney,402169,89.0,2,27,62,2017,2
28,40vg7dPaClJHMf4KkvxVQK,Daniel Sam,Booba,396314,,1,28,new,2017,2
29,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,384436,55.0,2,29,26,2017,2
30,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,383774,48.0,2,30,18,2017,2
31,5jGuAvPX3Ufo55DIZlCaHq,Réalité augmentée,Nekfeu,380890,29.0,2,29,-2,2017,2
32,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,379197,21.0,2,21,-11,2017,2
33,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,373426,50.0,2,33,17,2017,2
34,6bXd0YhKLCTvlLVc4tErH9,Tchikita,Jul,372175,26.0,2,26,-8,2017,2
35,6HViP4DVYa8gQtxLndmhwu,Aloha,Møme,365701,24.0,2,24,-11,2017,2
36,6c12fBpCtuVIq8OFxT0A3S,Lordly (feat. Alex Aiono),Feder,362922,18.0,2,18,-18,2017,2
37,6YHNKVx7gSsOX7xq6jaqeq,Humanoïde,Nekfeu,361153,34.0,2,34,-3,2017,2
38,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,341685,60.0,2,38,22,2017,2
39,5ASacvNO76BB7Dxtp74qqz,Tout donner - Pilule violette,Maître Gims,338689,59.0,2,39,20,2017,2
40,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,334389,19.0,2,19,-21,2017,2
41,5GhWx7Hzju2oRyhVY6k9QH,Blow,Kaaris,330590,52.0,2,41,11,2017,2
42,5cbyl4wFM4UYnQGoA0dcAk,On m'appelle l'ovni,Jul,328583,45.0,2,42,3,2017,2
43,5kkqEHDSAU5S4TgKQN1l9d,Galatée,Nekfeu,326637,51.0,2,43,8,2017,2
44,6AHgVddvpK6wQpifbtInW1,Avant tu riais,Nekfeu,324842,46.0,2,44,2,2017,2
45,4J6xvZhJh26lmAEAXGDCKu,Heal Tomorrow,Naive New Beaters,320547,39.0,2,39,-6,2017,2
46,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,319661,28.0,2,28,-18,2017,2
47,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,316855,62.0,2,47,15,2017,2
48,0sqOIwjQoaiEXcSgl8iqsi,Oblah,Gradur,314571,57.0,2,48,9,2017,2
49,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,313663,42.0,2,42,-7,2017,2
50,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,310850,35.0,2,35,-15,2017,2
51,00X2yv2vrtritPt2CZnUTZ,Bené,PNL,307354,64.0,2,51,13,2017,2
52,5NZpY9WeWFtlHVgepfCamX,Dans la légende,PNL,306685,63.0,2,52,11,2017,2
53,2gcZZpnrxbShZPLKiNUVga,Esquimaux,Nekfeu,300300,56.0,2,53,3,2017,2
