position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week,country
1,0EPxmvsG1BY5td4aTOkWBF,Deu Onda,MC G15,4792078,,1,1,new,2017,1,brazil
2,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,2190202,,1,2,new,2017,1,brazil
3,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,1583268,,1,3,new,2017,1,brazil
4,45wqPwIH4A5cr2IyyD4WKf,Eu Sei de Cor - Ao Vivo | Acústico,Marília Mendonça,1567592,,1,4,new,2017,1,brazil
5,2CW04trIoYMbroZWDzPAjs,Medo Bobo - Ao Vivo,Maiara & Maraisa,1494229,,1,5,new,2017,1,brazil
6,2wFnRPjuqwNySFiK0Qfg8L,10% - Ao Vivo,Maiara & Maraisa,1412225,,1,6,new,2017,1,brazil
7,6zCqeUUqLb2CapBmVwAHll,Meu Coração Deu PT - Ao Vivo,Wesley Safadão,1372410,,1,7,new,2017,1,brazil
8,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,1364180,,1,8,new,2017,1,brazil
9,2d3TbSkAscvT3QRQalq6uT,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,1302839,,1,9,new,2017,1,brazil
10,4FxumkF81ICxITeqxx4nK9,Sim ou não (participação especial Maluma),Anitta,1291278,,1,10,new,2017,1,brazil
11,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,1227238,,1,11,new,2017,1,brazil
12,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1195318,,1,12,new,2017,1,brazil
13,0jIitZeIQRTaZgFQf2WpGK,Decide Aí - Na Praia / Ao Vivo,Matheus & Kauan,1169985,,1,13,new,2017,1,brazil
14,38MpAndIjGAyVdcC6npX95,Infiel - Ao Vivo,Marília Mendonça,1168713,,1,14,new,2017,1,brazil
15,000xYdQfIZ4pDmBGzQalKU,"Eu, Você, O Mar e Ela",Luan Santana,1103346,,1,15,new,2017,1,brazil
16,2DAGCHu5aoo2FOjmtU9ojo,50 Reais,Naiara Azevedo,1095240,,1,16,new,2017,1,brazil
17,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,1070192,,1,17,new,2017,1,brazil
18,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,1041958,,1,18,new,2017,1,brazil
19,2GfxgssRHvY1azHtaRqKoK,Paredes - Ao Vivo,Jorge & Mateus,1023595,,1,19,new,2017,1,brazil
20,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,1005077,,1,20,new,2017,1,brazil
21,6vve9WKW5I7fQzkU8dNsUE,E Essa Boca Aí? - Ao Vivo,Bruninho & Davi,1001235,,1,21,new,2017,1,brazil
22,2Gvn46nwyQhUnQiFhlP7WX,Como Faz Com Ela - Ao Vivo,Marília Mendonça,992652,,1,22,new,2017,1,brazil
23,6SwI4OplF8m5NH8wHKIps8,O Nosso Santo Bateu - Na Praia / Ao Vivo,Matheus & Kauan,991683,,1,23,new,2017,1,brazil
24,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,983111,,1,24,new,2017,1,brazil
25,41mt7YrfLrIc4EQJZFCJtw,Como É Que a Gente Fica - Ao Vivo,Henrique & Juliano,965699,,1,25,new,2017,1,brazil
26,4aAq1afusFG6jRiOSHQZvN,Tumbalatum,MC Kevinho,965165,,1,26,new,2017,1,brazil
27,5SnQDj5REQVvAdSlhqkEcE,Malbec (Part. Dennis Dj) - Ao Vivo,Henrique & Diego,947813,,1,27,new,2017,1,brazil
28,12wiyBZqQ3mOU7AfygXJCw,Homem de Família - Ao Vivo,Gusttavo Lima,946854,,1,28,new,2017,1,brazil
29,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,943351,,1,29,new,2017,1,brazil
30,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,931316,,1,30,new,2017,1,brazil
31,3dRBzTOu9polrH9U6Vh2zw,Ou Some Ou Soma - Ao Vivo,Jorge & Mateus,885380,,1,31,new,2017,1,brazil
32,7DRP2VOMpy1rrk3iYFLCW9,Malandramente,Dennis DJ,874805,,1,32,new,2017,1,brazil
33,1xFgXCY8Zvo76gHg4RgUaU,Sosseguei - Ao Vivo,Jorge & Mateus,833793,,1,33,new,2017,1,brazil
34,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,814552,,1,34,new,2017,1,brazil
35,0Zu7NVn4IvfYuEIrD11UVr,Na Hora da Raiva - Ao Vivo,Henrique & Juliano,812612,,1,35,new,2017,1,brazil
36,2InJDvDcA4RXEeA9njdibl,Louca de Saudade - Ao Vivo,Jorge & Mateus,811682,,1,36,new,2017,1,brazil
37,3mTUqLbtWm2DAEwvQTyu4d,Ela Só Quer Paz,Projota,785937,,1,37,new,2017,1,brazil
38,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,779347,,1,38,new,2017,1,brazil
39,4GQVVsUnMbZeKIx9vguKlg,A Rosa E O Beija-Flor - Na Praia / Ao Vivo,Matheus & Kauan,769446,,1,39,new,2017,1,brazil
40,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,765580,,1,40,new,2017,1,brazil
41,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,750978,,1,41,new,2017,1,brazil
42,2KGv51jgAz8OTjNPyRryfq,Pra Sempre Com Você - Ao Vivo,Jorge & Mateus,746950,,1,42,new,2017,1,brazil
43,1WCn5QBp0Kl9uHrR0J02GS,Vou Voando - Ao Vivo,Jorge & Mateus,738320,,1,43,new,2017,1,brazil
44,0GR7ZABhVF9GbxghIx2RRv,Nada Nada - Ao Vivo,Henrique & Juliano,736142,,1,44,new,2017,1,brazil
45,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,729806,,1,45,new,2017,1,brazil
46,0phVJ23NJlruwtt1XCm94N,Flor e o Beija-Flor - Ao Vivo,Henrique & Juliano,729751,,1,46,new,2017,1,brazil
47,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,707939,,1,47,new,2017,1,brazil
48,1ypcU9264wnBwPvmrIy4fx,Você Merece Cachê - Ao Vivo,Israel Novaes,694688,,1,48,new,2017,1,brazil
49,7CmuLM2vfzA78iHeqastoP,Seu Polícia - Ao Vivo,Zé Neto & Cristiano,688044,,1,49,new,2017,1,brazil
50,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,668426,,1,50,new,2017,1,brazil
51,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,667870,,1,51,new,2017,1,brazil
52,4SCH5CuivFcShLpTg8lYOf,Bumbum Granada,Mc's Zaac & Jerry Smith,666320,,1,52,new,2017,1,brazil
53,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,659316,,1,53,new,2017,1,brazil
54,5OZqnhkGUxuSuW2P7CzH7y,Estaca Zero,Luan Santana,640703,,1,54,new,2017,1,brazil
55,62LiYpeFoJaixqkaNRGg47,Aquele 1% - Ao Vivo,Marcos & Belutti,611849,,1,55,new,2017,1,brazil
56,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,600570,,1,56,new,2017,1,brazil
57,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,599964,,1,57,new,2017,1,brazil
58,25SL3ZSbEGtu4oU14xllMQ,Bom,Ludmilla,580077,,1,58,new,2017,1,brazil
59,5s2ydrmJOiPeZGx4S4X8Aw,Impasse - Ao Vivo,Marília Mendonça,571513,,1,59,new,2017,1,brazil
60,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,569321,,1,60,new,2017,1,brazil
61,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,562098,,1,61,new,2017,1,brazil
62,4lbPwb1Beo7JU2VwuJRTeR,Suíte 14 - Ao Vivo,Henrique & Diego,561804,,1,62,new,2017,1,brazil
63,4rWCLK8mfQ6JpArmgIT8aK,Que Sorte A Nossa - Live,Matheus & Kauan,559597,,1,63,new,2017,1,brazil
64,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,559387,,1,64,new,2017,1,brazil
65,1Tn0msQvQMbD6woO9VnEG3,Sou eu,Ludmilla,547264,,1,65,new,2017,1,brazil
66,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,539617,,1,66,new,2017,1,brazil
67,4owo0j5bw45IqiHxsTzcd6,Amei Te Ver,Tiago Iorc,534792,,1,67,new,2017,1,brazil
68,1OtZIaJBXo3Pe6nfaMsjKT,Na Ponta Ela Fica,Delano,532276,,1,68,new,2017,1,brazil
69,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,525750,,1,69,new,2017,1,brazil
70,3XSefjiSHsD34F7clH84xa,O Que Falta Em Você Sou Eu - Ao Vivo,Marília Mendonça,516610,,1,70,new,2017,1,brazil
71,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,516352,,1,71,new,2017,1,brazil
72,6m2LNopVJKsvBB9l7Z1rwn,Olha a Explosão,MC Kevinho,512499,,1,72,new,2017,1,brazil
73,3QhJAGDdxt749dFveYVy4M,Fala a Verdade - Ao Vivo,Maiara & Maraisa,512043,,1,73,new,2017,1,brazil
74,3cS6YsU197mrdPTyR7nbp7,Parece Piada - Ao Vivo,Henrique & Juliano,495643,,1,74,new,2017,1,brazil
75,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,486562,,1,75,new,2017,1,brazil
76,3BhctwMUY5Y9xmes194QTq,Quase um Casal - Ao Vivo,Maiara & Maraisa,477044,,1,76,new,2017,1,brazil
77,343YBumqHu19cGoGARUTsd,Fake Love,Drake,476752,,1,77,new,2017,1,brazil
78,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,475502,,1,78,new,2017,1,brazil
79,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,471878,,1,79,new,2017,1,brazil
80,1FTsXXwai3jVXhBTLd4e4L,Incerteza - Na Praia / Ao Vivo,Matheus & Kauan,466916,,1,80,new,2017,1,brazil
81,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,458589,,1,81,new,2017,1,brazil
82,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,458582,,1,82,new,2017,1,brazil
83,4jswhbcaGqFe8v5uSHlqyb,O Verão Está Chegando,Mc Davi,458005,,1,83,new,2017,1,brazil
84,0Mh4id8WvrTFOB9RiVitrB,Nada Bom II,Costa Gold,455096,,1,84,new,2017,1,brazil
85,1LTxGBL6yKtfmW3K8EvbSY,Partiu,MC Kekel,446414,,1,85,new,2017,1,brazil
86,5Nw3HvX6k8cB7NjEkqJkij,Fantasma,Luan Santana,438280,,1,86,new,2017,1,brazil
87,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,420207,,1,87,new,2017,1,brazil
88,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,407710,,1,88,new,2017,1,brazil
89,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,405336,,1,89,new,2017,1,brazil
90,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,403054,,1,90,new,2017,1,brazil
91,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,390366,,1,91,new,2017,1,brazil
92,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,388678,,1,92,new,2017,1,brazil
93,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,383237,,1,93,new,2017,1,brazil
94,7hA7pMp2Vr1OCC4sWYwaMG,Our Way,FTampa,382677,,1,94,new,2017,1,brazil
95,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,370449,,1,95,new,2017,1,brazil
96,6UZJOc2HBrTp9DYfir9N8n,Regime Fechado - Ao Vivo,Simone & Simaria,361777,,1,96,new,2017,1,brazil
97,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,361078,,1,97,new,2017,1,brazil
98,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,359321,,1,98,new,2017,1,brazil
99,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,357657,,1,99,new,2017,1,brazil
100,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,355260,,1,100,new,2017,1,brazil
101,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,342203,,1,101,new,2017,1,brazil
102,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,339192,,1,102,new,2017,1,brazil
103,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,331442,,1,103,new,2017,1,brazil
104,1Cml3fnCNLZUC1EEtkcgVb,Bang,Anitta,326636,,1,104,new,2017,1,brazil
105,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,325597,,1,105,new,2017,1,brazil
106,716p41p4BQQuUMgOP8ucpF,Você Foi Diferente,MC G15,320844,,1,106,new,2017,1,brazil
107,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,320517,,1,107,new,2017,1,brazil
108,5Bn6W4bwH7Bw5nMvn8V4xF,Essa mina é louca (Participação especial de Jhama),Anitta,317430,,1,108,new,2017,1,brazil
109,5XRtwljsug3r3XOBy9Bndu,Tudo de Bom,Mc Livinho,316394,,1,109,new,2017,1,brazil
110,4gvePWCd0GfkC40QshflUy,Cheia de Marra,Mc Livinho,316341,,1,110,new,2017,1,brazil
111,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,314331,,1,111,new,2017,1,brazil
112,5YdC74tZejyq3vurDOLFYz,Sentimento Louco - Ao Vivo,Marília Mendonça,307719,,1,112,new,2017,1,brazil
113,6V3J5pbU5yBvB5zxPSyP5v,Pé Direito,Mc Davi,307569,,1,113,new,2017,1,brazil
114,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,306208,,1,114,new,2017,1,brazil
115,0Or4rCFurYpUxYh0bbpxRY,Solteiro de Novo - Ao Vivo,Wesley Safadão,302861,,1,115,new,2017,1,brazil
116,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,301488,,1,116,new,2017,1,brazil
117,3pM81OKNrV6d2zJb76nQ6M,Turutum,MC Kevinho,301464,,1,117,new,2017,1,brazil
118,1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,301342,,1,118,new,2017,1,brazil
119,5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,299326,,1,119,new,2017,1,brazil
120,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,298351,,1,120,new,2017,1,brazil
121,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,297182,,1,121,new,2017,1,brazil
122,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,296661,,1,122,new,2017,1,brazil
123,2yGnStdGP0V45lPXAJpmDb,Agora Eu Quero Ir,ANAVITÓRIA,293787,,1,123,new,2017,1,brazil
124,3eGK0WFi6ISJ9UZA6Za4HX,Singular,ANAVITÓRIA,290776,,1,124,new,2017,1,brazil
125,4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,David Guetta,286662,,1,125,new,2017,1,brazil
126,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,282749,,1,126,new,2017,1,brazil
127,4PNi30UilK0CZi2z9wegMQ,Deixa a Gente Quieto - Ao Vivo,João Bosco & Vinicius,279422,,1,127,new,2017,1,brazil
128,494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,278927,,1,128,new,2017,1,brazil
129,0bX2gnECXZJ5nt7rcIZMVM,Amei Te Ver (Acústica) - Acústica,Tiago Iorc,272549,,1,129,new,2017,1,brazil
130,5ou59ERA2f7ffyAxAcZyVz,Perfect Illusion,Lady Gaga,267434,,1,130,new,2017,1,brazil
131,6S8yTw0KfidwuAq5Y6Bygj,Duvido Você Não Tomar Uma - Ao Vivo,Simone & Simaria,267420,,1,131,new,2017,1,brazil
132,4NpFX0f0GfJgy92c9ypVxk,De Buenas,Lucas Lucco,266096,,1,132,new,2017,1,brazil
133,19Ggp86mkEnRw93u91IJPO,Você Faz Falta Aqui - Ao Vivo | Acústico,Maiara & Maraisa,265733,,1,133,new,2017,1,brazil
134,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,265563,,1,134,new,2017,1,brazil
135,5dKyZWlgjWw1oJgLa4GCZD,Cool Girl,Tove Lo,262893,,1,135,new,2017,1,brazil
136,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,262249,,1,136,new,2017,1,brazil
137,3HrvG1d9OZpg6eV4A1dcSk,De Tanto Te Querer - Ao Vivo,Jorge & Mateus,262212,,1,137,new,2017,1,brazil
138,3hIFGEywPETgcaxrTTt2lD,Falei pra Elas,MC G15,258330,,1,138,new,2017,1,brazil
139,4xHkRNzzHtj3O3Z1pjYWRC,Me Espera,Sandy,258264,,1,139,new,2017,1,brazil
140,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,258243,,1,140,new,2017,1,brazil
141,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,252721,,1,141,new,2017,1,brazil
142,0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,252639,,1,142,new,2017,1,brazil
143,3twpVbHfTCpgHNlStxfpzx,Até Ex Duvida - Ao Vivo,Day e Lara,252458,,1,143,new,2017,1,brazil
144,0GhaUJVyWwAKDELlAAFWyo,Coração Machucado - Ao Vivo,Wesley Safadão,252452,,1,144,new,2017,1,brazil
145,3E9s5Feisg3xmzzAHdq4aa,Remexe mexe,Delano,252451,,1,145,new,2017,1,brazil
146,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,252160,,1,146,new,2017,1,brazil
147,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,250383,,1,147,new,2017,1,brazil
148,0gNxi721t2RcPt5LdWGfpb,Não Me Deixe Sozinho,Nego do Borel,249658,,1,148,new,2017,1,brazil
149,2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),Dua Lipa,248249,,1,149,new,2017,1,brazil
150,5j0tH4MzB4QyJLX8Ys9ofG,Elas Gostam,MC Kevinho,247300,,1,150,new,2017,1,brazil
151,2WTCoQLkQ9FPdvThkf8nN1,Me & You (feat. IRO),Alok,247045,,1,151,new,2017,1,brazil
152,6gquljDBW7rE6mCBzmTRxo,Raspão - Ao Vivo,Henrique & Diego,246213,,1,152,new,2017,1,brazil
153,3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,Arctic Monkeys,246175,,1,153,new,2017,1,brazil
154,6ccKu0LwJzOhLAxBwP2PTk,Os Anjos Cantam,Jorge & Mateus,245609,,1,154,new,2017,1,brazil
155,0J1TzQOuHyS7KA6Sq33flE,Faz Parte - Ao Vivo,Projota,245440,,1,155,new,2017,1,brazil
156,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,243766,,1,156,new,2017,1,brazil
157,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,242068,,1,157,new,2017,1,brazil
158,21j9YxYHSzrdcLBX3mb5UL,Quando O Mel É Bom - Ao Vivo,Simone & Simaria,241902,,1,158,new,2017,1,brazil
159,5ZCwyAL9zbEJVmmNQwt9lE,Saudade do Meu Ex - Ao Vivo | Acústico,Marília Mendonça,240974,,1,159,new,2017,1,brazil
160,4DYmJ19DhmxUe26QhANDYv,Folgado - Ao Vivo,Marília Mendonça,238453,,1,160,new,2017,1,brazil
161,3GjF8PNprVtiBtQnSgcHFU,Byob,Sevenn,236507,,1,161,new,2017,1,brazil
162,68y9Wxhai4e17Ywvnz76vY,Meu Violão E O Nosso Cachorro - Ao Vivo,Simone & Simaria,235509,,1,162,new,2017,1,brazil
163,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,235431,,1,163,new,2017,1,brazil
164,0bAtYUcHyGlOj5R3eNjHhA,"Dia, Lugar e Hora",Luan Santana,233799,,1,164,new,2017,1,brazil
165,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,233177,,1,165,new,2017,1,brazil
166,6BPt2sVRvE41rUixcCAHY6,A Mala É Falsa - Ao Vivo,Felipe Araújo,232069,,1,166,new,2017,1,brazil
167,5ITDkudn3l1YoZc2TP0vhN,Ela Domina o Ratatá Tum Tum - Ao Vivo,Wesley Safadão,230838,,1,167,new,2017,1,brazil
168,4RuvPSCJ7xvRVOxiFBUt9B,Tchuk Tchuk,Mc Gui,228330,,1,168,new,2017,1,brazil
169,4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,226457,,1,169,new,2017,1,brazil
170,43F1e4glaVnVe3DXOU3Xum,Oitava Dose - Na Praia 2 / Ao Vivo,Matheus & Kauan,225821,,1,170,new,2017,1,brazil
171,2uhk6Fi514vtRKxKAn93zm,Amor Mal Resolvido - Ao Vivo,Simone & Simaria,225812,,1,171,new,2017,1,brazil
172,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,225201,,1,172,new,2017,1,brazil
173,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,225083,,1,173,new,2017,1,brazil
174,5qLTGDTTIHxxIU835qJWfT,Quero Ser Feliz Também - Ao Vivo,Natiruts,224484,,1,174,new,2017,1,brazil
175,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,223802,,1,175,new,2017,1,brazil
176,2uHlo1X8F1yPavYpqv65if,Tenebrosa,Mc Livinho,223203,,1,176,new,2017,1,brazil
177,0YAgtA9FguNwDokj8KE1jy,Vai Toma,Mc Pikachu,222405,,1,177,new,2017,1,brazil
178,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,221044,,1,178,new,2017,1,brazil
179,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,220791,,1,179,new,2017,1,brazil
180,2bKuHYkbEpKgNNVQ0eGJlB,Hoje Somos Só Metade - Ao Vivo,Marília Mendonça,219259,,1,180,new,2017,1,brazil
181,6bV82DzyaNLjig0tVywear,Vou Dar Virote - Ao Vivo,Wesley Safadão,216813,,1,181,new,2017,1,brazil
182,7clSIA4MRU6LJAoCWWEiuy,Made In Roça,Loubet,215856,,1,182,new,2017,1,brazil
183,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,213160,,1,183,new,2017,1,brazil
184,0HEZXwSywflxeQcysigawO,126 Cabides,Simone & Simaria,212229,,1,184,new,2017,1,brazil
185,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,212146,,1,185,new,2017,1,brazil
186,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,210898,,1,186,new,2017,1,brazil
187,5NH1hgZbrQGXMMZKcBQV3l,O Mar Parou,Michel Teló,209824,,1,187,new,2017,1,brazil
188,6rQSrBHf7HlZjtcMZ4S4bO,Safari,J Balvin,208356,,1,188,new,2017,1,brazil
189,1DdnD06naRACOpK8lAnLp1,O Que É Amor Pra Você - Ao Vivo,Marília Mendonça,207959,,1,189,new,2017,1,brazil
190,2655xYZ347fG2N6OjkoMQ8,Logo Eu,Jorge & Mateus,205415,,1,190,new,2017,1,brazil
191,6vARbzVXg90V8fYmgks5u3,Minha Felicidade,Roberta Campos,204732,,1,191,new,2017,1,brazil
192,2wmY09fsvmYgA7bKZzjAVt,Se Olha No Espelho - Ao Vivo,Maiara & Maraisa,203801,,1,192,new,2017,1,brazil
193,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,203282,,1,193,new,2017,1,brazil
194,4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,203249,,1,194,new,2017,1,brazil
195,5oVVAwRQnXJDEHFNeganG0,Rg,Luan Santana,202715,,1,195,new,2017,1,brazil
196,77VvA3wNFxm1P9amCKlVHQ,Camarote,Wesley Safadão,202596,,1,196,new,2017,1,brazil
197,0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,202583,,1,197,new,2017,1,brazil
198,0P3k6Jipqv1UWX0a4GmUuj,Vou Desafiar Você,Mc Sapao,202187,,1,198,new,2017,1,brazil
199,46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,200577,,1,199,new,2017,1,brazil
200,1VapsxlgG0g2D80LeEXBqE,Alô Porteiro - Ao Vivo,Marília Mendonça,199060,,1,200,new,2017,1,brazil
1,0EPxmvsG1BY5td4aTOkWBF,Deu Onda,MC G15,3477856,1.0,2,1,0,2017,2,brazil
2,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,2197452,2.0,2,2,0,2017,2,brazil
3,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,2155439,,1,3,new,2017,2,brazil
4,257tme6AhneIKAqVF1HTH4,Loka,Simone & Simaria,1477181,,1,4,new,2017,2,brazil
5,45wqPwIH4A5cr2IyyD4WKf,Eu Sei de Cor - Ao Vivo | Acústico,Marília Mendonça,1462182,4.0,2,4,-1,2017,2,brazil
6,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,1433243,3.0,2,3,-3,2017,2,brazil
7,2CW04trIoYMbroZWDzPAjs,Medo Bobo - Ao Vivo,Maiara & Maraisa,1362238,5.0,2,5,-2,2017,2,brazil
8,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,1316002,8.0,2,8,0,2017,2,brazil
9,2d3TbSkAscvT3QRQalq6uT,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,1266609,9.0,2,9,0,2017,2,brazil
10,6zCqeUUqLb2CapBmVwAHll,Meu Coração Deu PT - Ao Vivo,Wesley Safadão,1199990,7.0,2,7,-3,2017,2,brazil
11,2wFnRPjuqwNySFiK0Qfg8L,10% - Ao Vivo,Maiara & Maraisa,1188120,6.0,2,6,-5,2017,2,brazil
12,4FxumkF81ICxITeqxx4nK9,Sim ou não (participação especial Maluma),Anitta,1147723,10.0,2,10,-2,2017,2,brazil
13,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,1139152,11.0,2,11,-2,2017,2,brazil
14,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1115103,12.0,2,12,-2,2017,2,brazil
15,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,1094642,,1,15,new,2017,2,brazil
16,0jIitZeIQRTaZgFQf2WpGK,Decide Aí - Na Praia / Ao Vivo,Matheus & Kauan,1036138,13.0,2,13,-3,2017,2,brazil
17,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,1031723,18.0,2,17,1,2017,2,brazil
18,38MpAndIjGAyVdcC6npX95,Infiel - Ao Vivo,Marília Mendonça,1005035,14.0,2,14,-4,2017,2,brazil
