position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week
113,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,392281,107.0,21,41,-6,2017,21
114,3twpVbHfTCpgHNlStxfpzx,Até Ex Duvida - Ao Vivo,Day e Lara,392003,110.0,21,90,-4,2017,21
115,6BPt2sVRvE41rUixcCAHY6,A Mala É Falsa - Ao Vivo,Felipe Araújo,389953,112.0,21,67,-3,2017,21
116,5E7ZTCsfsWr1Jlr6VK1AHu,Xanaína / Boga na Linguiça / Vem Cá Xaninha,MC Lan,389753,111.0,9,111,-5,2017,21
117,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,Paramore,387786,83.0,6,54,-34,2017,21
118,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,385936,105.0,21,12,-13,2017,21
119,0YK4RDyccDYO5aWQGKMZ2h,Chave Cópia - Ao Vivo,Felipe Araújo,385755,129.0,8,119,10,2017,21
120,5NH1hgZbrQGXMMZKcBQV3l,O Mar Parou,Michel Teló,381887,118.0,9,116,-2,2017,21
121,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,381417,116.0,21,35,-5,2017,21
122,2yGnStdGP0V45lPXAJpmDb,Agora Eu Quero Ir,ANAVITÓRIA,373428,115.0,21,51,-7,2017,21
123,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,Future,371700,114.0,8,114,-9,2017,21
124,1WCn5QBp0Kl9uHrR0J02GS,Vou Voando - Ao Vivo,Jorge & Mateus,367177,119.0,21,43,-5,2017,21
125,1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,366113,136.0,16,89,11,2017,21
126,253rM8bzLuRZSH8N5Z3yox,Você Não Presta,Mallu Magalhães,362844,,1,126,new,2017,21
127,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,362478,120.0,21,17,-7,2017,21
128,4PNi30UilK0CZi2z9wegMQ,Deixa a Gente Quieto - Ao Vivo,João Bosco & Vinicius,362102,125.0,21,103,-3,2017,21
129,4lbPwb1Beo7JU2VwuJRTeR,Suíte 14 - Ao Vivo,Henrique & Diego,360605,113.0,21,62,-16,2017,21
130,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,359048,123.0,21,38,-7,2017,21
131,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,353522,121.0,21,63,-10,2017,21
132,3pM81OKNrV6d2zJb76nQ6M,Turutum,MC Kevinho,351638,124.0,21,59,-8,2017,21
133,3iDY4SzUHPkC3WTXpfxXJG,Todo Dia,Pabllo Vittar,349859,128.0,18,41,-5,2017,21
134,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,349546,127.0,21,39,-7,2017,21
135,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,348695,131.0,21,24,-4,2017,21
136,1ypcU9264wnBwPvmrIy4fx,Você Merece Cachê - Ao Vivo,Israel Novaes,347020,132.0,21,48,-4,2017,21
137,1LTxGBL6yKtfmW3K8EvbSY,Partiu,MC Kekel,346283,106.0,21,29,-31,2017,21
138,2srL4DYBekshpbprS6H0mO,Deixe Me Ir - Acústico,1Kilo,346037,,1,138,new,2017,21
139,5mR5GuercvLXgx4TPnGl9k,"Mordida, Beijo e Tapa",Naiara Azevedo,343132,146.0,10,139,7,2017,21
140,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,342226,126.0,21,16,-14,2017,21
141,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,340476,135.0,21,38,-6,2017,21
142,000xQL6tZNLJzIrtIgxqSl,Still Got Time,ZAYN,339803,137.0,9,69,-5,2017,21
143,5OZqnhkGUxuSuW2P7CzH7y,Estaca Zero,Luan Santana,331712,140.0,21,54,-3,2017,21
144,2dvyNlZ8jkLq4DMzVVyXQH,Antídoto - Ao Vivo,Matheus & Kauan,330623,151.0,7,144,7,2017,21
145,3E9s5Feisg3xmzzAHdq4aa,Remexe mexe,Delano,329809,133.0,21,80,-12,2017,21
146,0fg8CqpjdojMyXLNzM2PaJ,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,329655,142.0,17,67,-4,2017,21
147,4gvePWCd0GfkC40QshflUy,Cheia de Marra,Mc Livinho,327757,145.0,21,79,-2,2017,21
148,3mTUqLbtWm2DAEwvQTyu4d,Ela Só Quer Paz,Projota,327302,138.0,21,37,-10,2017,21
149,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,326950,141.0,21,23,-8,2017,21
150,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,326454,143.0,21,41,-7,2017,21
151,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,326028,148.0,21,66,-3,2017,21
152,5j0tH4MzB4QyJLX8Ys9ofG,Elas Gostam,MC Kevinho,320739,144.0,21,76,-8,2017,21
153,6mORGLOz79w6VsCRLWYYuK,The Night We Met,Lord Huron,319903,139.0,7,85,-14,2017,21
154,4ksSf8cL3VlUvQSkFcRHy3,Até Você Voltar,Henrique & Juliano,319753,154.0,10,152,0,2017,21
155,75r8bI2MTVDwgIKJplD5LS,Living On The Outside,Bruno Martini,318298,134.0,7,104,-21,2017,21
156,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,312946,150.0,21,55,-6,2017,21
157,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,312899,152.0,21,88,-5,2017,21
158,6V3J5pbU5yBvB5zxPSyP5v,Pé Direito,Mc Davi,312774,187.0,21,81,29,2017,21
159,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,311579,86.0,3,86,-73,2017,21
160,38MpAndIjGAyVdcC6npX95,Infiel - Ao Vivo,Marília Mendonça,311286,147.0,21,14,-13,2017,21
161,1t0EUDKUR1F5911t7eh3Wi,Amante Não Tem Lar - Ao Vivo,Marília Mendonça,307899,157.0,19,62,-4,2017,21
162,167NczpNbRF7oWakJaY3Hh,Slow Hands,Niall Horan,307752,,2,162,re-enter,2017,21
163,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,307344,156.0,21,70,-7,2017,21
164,50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,305860,153.0,16,111,-11,2017,21
165,1n8MLpbFR0fuCjNnlyuHxS,Solteiro Apaixonado,Marcos & Belutti,304080,173.0,10,150,8,2017,21
166,2InJDvDcA4RXEeA9njdibl,Louca de Saudade - Ao Vivo,Jorge & Mateus,302759,160.0,21,36,-6,2017,21
167,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,300108,162.0,21,56,-5,2017,21
168,1Tn0msQvQMbD6woO9VnEG3,Sou eu,Ludmilla,298999,159.0,21,50,-9,2017,21
169,104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),Linkin Park,297694,,2,88,re-enter,2017,21
170,6P8v1a8jyfwG5kc7Si1kUp,Amante Não Tem Lar - Ao Vivo,Marília Mendonça,297577,177.0,4,170,7,2017,21
171,3HrvG1d9OZpg6eV4A1dcSk,De Tanto Te Querer - Ao Vivo,Jorge & Mateus,297347,171.0,21,125,0,2017,21
172,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,Enrique Iglesias,294937,165.0,5,153,-7,2017,21
173,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,292625,166.0,21,51,-7,2017,21
174,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,292427,174.0,2,174,0,2017,21
175,0phVJ23NJlruwtt1XCm94N,Flor e o Beija-Flor - Ao Vivo,Henrique & Juliano,291082,168.0,21,46,-7,2017,21
176,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,288827,176.0,21,61,0,2017,21
177,7hA7pMp2Vr1OCC4sWYwaMG,Our Way,FTampa,287835,170.0,21,52,-7,2017,21
178,5LYQSNHZxEA880URXFHg6h,Lust for Life (with The Weeknd),Lana Del Rey,287011,,4,75,re-enter,2017,21
179,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,285686,169.0,20,104,-10,2017,21
180,2WTCoQLkQ9FPdvThkf8nN1,Me & You (feat. IRO),Alok,283664,163.0,21,80,-17,2017,21
181,2uZXycmB2DFpJTNl6qmeF4,Fumaça Ninja - Ao Vivo,Henrique & Diego,281787,182.0,10,151,1,2017,21
182,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,281500,,19,15,re-enter,2017,21
183,716p41p4BQQuUMgOP8ucpF,Você Foi Diferente,MC G15,280575,172.0,21,106,-11,2017,21
184,3E2Zh20GDCR9B1EYjfXWyv,Weak,AJR,279960,180.0,17,71,-4,2017,21
185,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,279324,161.0,21,82,-24,2017,21
186,2xt2piJx6jlFkjS77YiqpL,Like a Stone,Audioslave,278837,,1,186,new,2017,21
187,5mWbOKfRxcS5iv32amTHPe,All I Want (feat. Stonefox) - Edit,Alok,278397,164.0,16,107,-23,2017,21
188,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,276970,181.0,21,136,-7,2017,21
189,7syZTLPzfZN9rYbQBtYmVB,Minha Ex,MC Bin Laden,276103,175.0,13,125,-14,2017,21
190,1F2HXIJrE2Xn81OzT2zZvW,Unforgettable,French Montana,275644,,1,190,new,2017,21
191,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,275399,,9,28,re-enter,2017,21
192,6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,273107,167.0,6,75,-25,2017,21
193,3DxMZGUDd6e3I37WM7IaMK,A Gente Tá Se Amando - Ao Vivo,Henrique & Diego,272930,188.0,7,168,-5,2017,21
194,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,269543,,1,194,new,2017,21
195,2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,Lil Uzi Vert,268254,193.0,2,193,-2,2017,21
196,4xHkRNzzHtj3O3Z1pjYWRC,Me Espera,Sandy,268031,184.0,21,100,-12,2017,21
197,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,265033,,1,197,new,2017,21
198,1xFgXCY8Zvo76gHg4RgUaU,Sosseguei - Ao Vivo,Jorge & Mateus,264080,189.0,21,33,-9,2017,21
199,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,264023,198.0,21,116,-1,2017,21
200,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,261716,190.0,21,78,-10,2017,21
1,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,2897153,1.0,7,1,0,2017,22
2,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,2558324,2.0,21,1,0,2017,22
3,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Luis Fonsi,1941166,4.0,18,3,1,2017,22
4,1zhfU6YXa2pXUAQdG1NvBZ,Vai Embrazando,Mc Zaac,1784600,5.0,11,2,1,2017,22
5,06ZpMjkNdIDKVf3mK29UiC,Never Let Me Go,Alok,1763016,6.0,4,5,1,2017,22
6,7KBfjlQ85Fqs2MCCvXSW0c,Bum Bum Tam Tam,MC Fioti,1666048,10.0,11,6,4,2017,22
7,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,1642576,9.0,22,1,2,2017,22
8,02LZ1fGJE8fB56yTlCVMEV,Switch,Iggy Azalea,1632194,3.0,2,3,-5,2017,22
9,4FHw39Ke6pVt5tNKvLr4r3,Vidinha de Balada - Ao Vivo,Henrique & Juliano,1565059,18.0,17,5,9,2017,22
10,2evRcqkyzWqaD9DJtP2oaU,Rabetão,MC Lan,1548514,12.0,8,10,2,2017,22
11,1bUazU9SSOh02AdlOPeTvm,O Grave Bater,MC Kevinho,1500405,11.0,10,4,0,2017,22
12,2d3TbSkAscvT3QRQalq6uT,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,1453604,13.0,22,6,1,2017,22
13,0u8aj0c4IxeVSLTUuuq9V5,Você Partiu Meu Coração,Nego do Borel,1417204,14.0,20,1,1,2017,22
14,72Q0FQQo32KJloivv5xge2,I'm the One,DJ Khaled,1361272,,1,14,new,2017,22
15,1e315r3zQjsng2z952ePQ1,Ninguém É de Ferro,Wesley Safadão,1349777,17.0,16,13,2,2017,22
16,40bK2uosUmAS92c17n98xd,Acordando o Prédio,Luan Santana,1298111,19.0,17,8,3,2017,22
17,257tme6AhneIKAqVF1HTH4,Loka,Simone & Simaria,1266579,20.0,21,4,3,2017,22
18,4eZg3l8x5aMvgwsRHcZuIC,"Qual Bumbum Mais Bate, Qual Bumbum Mais Pula",MC WM,1189063,21.0,12,11,3,2017,22
19,1J0iYsJuVhqfDhBoSLuO9A,K.O.,Pabllo Vittar,1172073,26.0,6,19,7,2017,22
20,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,1164853,23.0,14,10,3,2017,22
21,6gquljDBW7rE6mCBzmTRxo,Raspão - Ao Vivo,Henrique & Diego,1158737,24.0,22,18,3,2017,22
22,6cbZb9mVAc5s8HtwklLoI0,Cheguei,Ludmilla,1099515,38.0,8,22,16,2017,22
23,6m2LNopVJKsvBB9l7Z1rwn,Olha a Explosão,MC Kevinho,1091885,25.0,22,3,2,2017,22
24,44mr3ypWNHa0inr3heiOb2,Medida Certa,Jorge & Mateus,1073862,28.0,5,24,4,2017,22
25,1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,1053124,7.0,2,7,-18,2017,22
26,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1050895,35.0,11,26,9,2017,22
27,5SnQDj5REQVvAdSlhqkEcE,Malbec (Part. Dennis Dj) - Ao Vivo,Henrique & Diego,1022492,31.0,22,9,4,2017,22
28,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,1021513,29.0,15,21,1,2017,22
29,1sCxVKWImDZSZKvG0U9B23,Bad Liar,Selena Gomez,1015121,8.0,3,8,-21,2017,22
30,2habSXqcJGExM6JJyskY7O,Malibu,Miley Cyrus,1009482,22.0,3,17,-8,2017,22
31,3VRk65lHSwqd90TAkQqhvB,Swish Swish,Katy Perry,1009085,,1,31,new,2017,22
32,77TElJdpImw8cSv6t4mCIr,Open The Tcheka,MC Lan,1002930,27.0,7,24,-5,2017,22
33,1Bq86AS6wf5a5cEB8CM6dZ,Exclusividade - Ao Vivo,Matheus & Kauan,981930,34.0,13,30,1,2017,22
34,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,974562,50.0,13,25,16,2017,22
35,6bgQIw80xWC3MPZX4kVYGw,Trevo (Tu),ANAVITÓRIA,973048,32.0,18,25,-3,2017,22
36,0lwrkYbCwtAWTI0OIWEnd6,Fica,ANAVITÓRIA,971697,30.0,6,26,-6,2017,22
37,2GfxgssRHvY1azHtaRqKoK,Paredes - Ao Vivo,Jorge & Mateus,962730,37.0,22,16,0,2017,22
38,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,944920,33.0,14,32,-5,2017,22
39,0Kr77AosR2k944IhHm8zhH,E Essa Boca Aí? - Ao Vivo,Bruninho & Davi,919424,,1,39,new,2017,22
40,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,919281,36.0,15,11,-4,2017,22
41,4YV827A7aWVswtyt0eWoWM,Sorte Que Cê Beija Bem - Ao Vivo,Maiara & Maraisa,918172,89.0,18,41,48,2017,22
42,4sFVdIwmVj2y87qqOWwSU3,Se o Amor Tiver Lugar,Jorge & Mateus,908480,41.0,18,26,-1,2017,22
43,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,893244,39.0,6,39,-4,2017,22
44,2Gvn46nwyQhUnQiFhlP7WX,Como Faz Com Ela - Ao Vivo,Marília Mendonça,878592,44.0,22,22,0,2017,22
45,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,860752,49.0,5,45,4,2017,22
46,0jIitZeIQRTaZgFQf2WpGK,Decide Aí - Na Praia / Ao Vivo,Matheus & Kauan,859525,43.0,22,13,-3,2017,22
47,4YhPcVIxIAJrLhFVPGbJkE,De Quem É a Culpa? - Ao Vivo,Marília Mendonça,853945,48.0,20,24,1,2017,22
48,61GiOLLEn0LcavpVu1my6Q,Fuego,Alok,849245,46.0,13,21,-2,2017,22
49,3LFG5DqNQRK0yL6WNMw99P,Ciumento Eu - Ao Vivo,Henrique & Diego,845588,47.0,20,34,-2,2017,22
50,56lBX2WHqfGuoeZxZvUnVj,Thunder,Imagine Dragons,809064,,1,50,new,2017,22
51,6UZJOc2HBrTp9DYfir9N8n,Regime Fechado - Ao Vivo,Simone & Simaria,792326,45.0,22,45,-6,2017,22
52,2KGv51jgAz8OTjNPyRryfq,Pra Sempre Com Você - Ao Vivo,Jorge & Mateus,746672,55.0,22,35,3,2017,22
53,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,743541,42.0,8,18,-11,2017,22
54,56gpstNB96id9ngmImIkaH,Quem Mando Tu Terminar? (To Bonito To Né?),MC Kekel,732725,53.0,16,21,-1,2017,22
55,2wFnRPjuqwNySFiK0Qfg8L,10% - Ao Vivo,Maiara & Maraisa,722042,56.0,22,6,1,2017,22
56,3YSagrvQP9x32rAjEI48PL,Raplord,Haikaiss,720523,51.0,11,10,-5,2017,22
57,4C5ewaZ05vyXM23jFJdwd4,Strangers,Halsey,708279,,1,57,new,2017,22
58,6AaoEX192rJ6o3UFwG43sV,Automaticamente,Dennis DJ,702832,52.0,14,36,-6,2017,22
59,12wiyBZqQ3mOU7AfygXJCw,Homem de Família - Ao Vivo,Gusttavo Lima,690366,63.0,22,28,4,2017,22
60,6zCqeUUqLb2CapBmVwAHll,Meu Coração Deu PT - Ao Vivo,Wesley Safadão,683026,61.0,22,7,1,2017,22
61,2PS6YQ9jMpm0uCg4sQ1ygm,Oh Novinha,Mc Don Juan,682914,59.0,19,20,-2,2017,22
62,2CW04trIoYMbroZWDzPAjs,Medo Bobo - Ao Vivo,Maiara & Maraisa,678346,62.0,22,5,0,2017,22
63,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,669633,57.0,22,13,-6,2017,22
64,45wqPwIH4A5cr2IyyD4WKf,Eu Sei de Cor - Ao Vivo | Acústico,Marília Mendonça,661005,67.0,22,4,3,2017,22
65,2lLOaRPi8yQxQ8BlFZBLOl,Papel Amassado - Ao Vivo,Matheus & Kauan,657318,65.0,14,54,0,2017,22
66,6VRghJeP6I0w1KxkdWFfIh,Believer,Imagine Dragons,649796,,1,66,new,2017,22
67,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,635004,68.0,22,6,1,2017,22
68,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,633990,64.0,9,64,-4,2017,22
69,5NNlUMcOEOdoOIwwaWXv0k,Cold,Maroon 5,632056,71.0,15,31,2,2017,22
70,2Q4zHSJgtlc9mWoWQXpSJX,Sua Amiga Vou Pegar,MC WM,631544,76.0,4,70,6,2017,22
71,6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,623765,,1,71,new,2017,22
72,51PIvodunv6NmX5250zxAh,The Cure,Lady Gaga,599696,58.0,7,15,-14,2017,22
73,5ndfVSDyPq90jaIUhNPeby,Chained To The Rhythm,Katy Perry,599170,,1,73,new,2017,22
74,5hkjlU7sUcZb9wOYd1eRBE,Eu Era,Marcos & Belutti,593953,81.0,7,73,7,2017,22
75,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,571370,77.0,9,49,2,2017,22
76,05rJdH2MRLJ3sQoEUO78qs,Paradinha,Anitta,570756,,1,76,new,2017,22
77,7l4DyFrK2CpW9Fdpzaio8r,Ar Condicionado no 15 - Ao Vivo,Wesley Safadão,555399,73.0,2,73,-4,2017,22
78,14oOKFGuXu8DqvOe1W8vao,Bon Appétit,Katy Perry,550364,,1,78,new,2017,22
79,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,550008,87.0,20,17,8,2017,22
80,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,549252,84.0,22,3,4,2017,22
81,3NgCzSW98SsqBdpYcnm4kv,I Have Questions,Camila Cabello,542663,79.0,2,79,-2,2017,22
82,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,542094,83.0,18,40,1,2017,22
83,1mDGDb2fUmUMdqV3tb8VKQ,Now Or Never,Halsey,525562,,1,83,new,2017,22
84,0tnkjhlQ1mBg8s5guCo9fs,Grave Faz Bum,MC WM,524801,91.0,6,84,7,2017,22
85,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,523116,101.0,22,65,16,2017,22
86,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,522988,86.0,22,10,0,2017,22
87,4FxumkF81ICxITeqxx4nK9,Sim ou não (participação especial Maluma),Anitta,521528,78.0,22,10,-9,2017,22
88,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,519637,93.0,22,20,5,2017,22
89,5kXgLlxHMv3aP7xLxMrjiV,Oitava Dose - Ao Vivo,Matheus & Kauan,518946,94.0,12,68,5,2017,22
90,4SjkLzyFBVXaxuB6SbJyJN,Eu Sei de Cor - Ao Vivo,Marília Mendonça,518255,72.0,14,55,-18,2017,22
91,2Gl0FzuLxflY6nPifJp5Dr,First Time,Kygo,516814,85.0,5,72,-6,2017,22
92,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,512697,92.0,22,25,0,2017,22
93,6SwI4OplF8m5NH8wHKIps8,O Nosso Santo Bateu - Na Praia / Ao Vivo,Matheus & Kauan,512006,70.0,22,23,-23,2017,22
94,2srL4DYBekshpbprS6H0mO,Deixe Me Ir - Acústico,1Kilo,494558,138.0,2,94,44,2017,22
95,0Zu7NVn4IvfYuEIrD11UVr,Na Hora da Raiva - Ao Vivo,Henrique & Juliano,493998,75.0,22,35,-20,2017,22
96,6arll1Y1aPC7FZqZsHnSsP,Avisa Que Eu Cheguei,Naiara Azevedo,484683,97.0,3,96,1,2017,22
97,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,483079,66.0,2,66,-31,2017,22
98,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,481962,88.0,22,46,-10,2017,22
99,0GR7ZABhVF9GbxghIx2RRv,Nada Nada - Ao Vivo,Henrique & Juliano,477408,80.0,22,44,-19,2017,22
100,0qYTZCo5Bwh1nsUFGZP3zn,Felices los 4,Maluma,477121,95.0,5,88,-5,2017,22
101,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,467036,96.0,22,11,-5,2017,22
102,4aAq1afusFG6jRiOSHQZvN,Tumbalatum,MC Kevinho,465115,82.0,22,16,-20,2017,22
103,6BPt2sVRvE41rUixcCAHY6,A Mala É Falsa - Ao Vivo,Felipe Araújo,461748,115.0,22,67,12,2017,22
104,66O1SfDryBYk9i3RcV5AXq,Trem-Bala - Acústico,Ana Vilela,455081,99.0,3,95,-5,2017,22
105,3eGK0WFi6ISJ9UZA6Za4HX,Singular,ANAVITÓRIA,443420,102.0,22,52,-3,2017,22
106,0EPxmvsG1BY5td4aTOkWBF,Deu Onda,MC G15,441250,100.0,22,1,-6,2017,22
107,7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,440603,98.0,11,74,-9,2017,22
108,3dRBzTOu9polrH9U6Vh2zw,Ou Some Ou Soma - Ao Vivo,Jorge & Mateus,433532,104.0,22,31,-4,2017,22
109,6TmmyW0fR8mo3ACj07lGmO,Oh Meu Deus,Projota,432894,109.0,18,63,0,2017,22
110,3twpVbHfTCpgHNlStxfpzx,Até Ex Duvida - Ao Vivo,Day e Lara,427865,114.0,22,90,4,2017,22
111,4BQMlG5VKApk9AdIsjxDqx,A Nossa Praia - Ao Vivo,Matheus & Kauan,427728,108.0,16,63,-3,2017,22
112,41mt7YrfLrIc4EQJZFCJtw,Como É Que a Gente Fica - Ao Vivo,Henrique & Juliano,426132,107.0,22,25,-5,2017,22
113,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,424478,103.0,10,101,-10,2017,22
114,5bm2GTEiU87Z95jX03y2Qk,Do Teto Ao Chão - Ao Vivo,Matheus & Kauan,416693,106.0,15,59,-8,2017,22
115,0YK4RDyccDYO5aWQGKMZ2h,Chave Cópia - Ao Vivo,Felipe Araújo,416178,119.0,9,115,4,2017,22
116,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,413959,113.0,22,41,-3,2017,22
117,4jswhbcaGqFe8v5uSHlqyb,O Verão Está Chegando,Mc Davi,411521,105.0,22,28,-12,2017,22
118,1WC5UN1U79gJlxGLYDGIO7,Green Light,Lorde,411166,,1,118,new,2017,22
119,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,410557,110.0,22,44,-9,2017,22
120,5Bc53chGSf3AoJRbB5mzR6,Ficadinha - Ao Vivo,Henrique & Diego,405074,111.0,16,83,-9,2017,22
121,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,404065,194.0,2,121,73,2017,22
122,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,398840,121.0,22,35,-1,2017,22
123,4PNi30UilK0CZi2z9wegMQ,Deixa a Gente Quieto - Ao Vivo,João Bosco & Vinicius,394897,128.0,22,103,5,2017,22
124,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,390133,118.0,22,12,-6,2017,22
125,5NH1hgZbrQGXMMZKcBQV3l,O Mar Parou,Michel Teló,388281,120.0,10,116,-5,2017,22
126,2yGnStdGP0V45lPXAJpmDb,Agora Eu Quero Ir,ANAVITÓRIA,378985,122.0,22,51,-4,2017,22
127,1WCn5QBp0Kl9uHrR0J02GS,Vou Voando - Ao Vivo,Jorge & Mateus,377693,124.0,22,43,-3,2017,22
128,3iDY4SzUHPkC3WTXpfxXJG,Todo Dia,Pabllo Vittar,372383,133.0,19,41,5,2017,22
129,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,370520,130.0,22,38,1,2017,22
130,5E7ZTCsfsWr1Jlr6VK1AHu,Xanaína / Boga na Linguiça / Vem Cá Xaninha,MC Lan,368526,116.0,10,111,-14,2017,22
131,1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,366359,125.0,17,89,-6,2017,22
132,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,365159,127.0,22,17,-5,2017,22
133,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,364987,135.0,22,24,2,2017,22
134,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,361957,151.0,22,66,17,2017,22
135,3pM81OKNrV6d2zJb76nQ6M,Turutum,MC Kevinho,358389,132.0,22,59,-3,2017,22
136,1t0EUDKUR1F5911t7eh3Wi,Amante Não Tem Lar - Ao Vivo,Marília Mendonça,357762,161.0,20,62,25,2017,22
