position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week,country
1,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,25734078,,1,1,new,2017,1,global
2,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,23519705,,1,2,new,2017,1,global
3,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21216399,,1,3,new,2017,1,global
4,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,19852704,,1,4,new,2017,1,global
5,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18316326,,1,5,new,2017,1,global
6,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,18064374,,1,6,new,2017,1,global
7,343YBumqHu19cGoGARUTsd,Fake Love,Drake,17037036,,1,7,new,2017,1,global
8,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,16950854,,1,8,new,2017,1,global
9,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,16736035,,1,9,new,2017,1,global
10,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,16609685,,1,10,new,2017,1,global
11,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,16130702,,1,11,new,2017,1,global
12,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,15958402,,1,12,new,2017,1,global
13,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,14458068,,1,13,new,2017,1,global
14,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,14278458,,1,14,new,2017,1,global
15,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,14030444,,1,15,new,2017,1,global
16,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,13936848,,1,16,new,2017,1,global
17,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,13030993,,1,17,new,2017,1,global
18,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,12802756,,1,18,new,2017,1,global
19,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,12713391,,1,19,new,2017,1,global
20,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,11678776,,1,20,new,2017,1,global
21,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,11496707,,1,21,new,2017,1,global
22,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,11257008,,1,22,new,2017,1,global
23,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,11099145,,1,23,new,2017,1,global
24,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,11002831,,1,24,new,2017,1,global
25,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,10662121,,1,25,new,2017,1,global
26,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,10655487,,1,26,new,2017,1,global
27,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,10591337,,1,27,new,2017,1,global
28,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,10147451,,1,28,new,2017,1,global
29,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,9456847,,1,29,new,2017,1,global
30,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,9219626,,1,30,new,2017,1,global
31,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,9085236,,1,31,new,2017,1,global
32,43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,8963739,,1,32,new,2017,1,global
33,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,8876988,,1,33,new,2017,1,global
34,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,8796175,,1,34,new,2017,1,global
35,3AEZUABDXNtecAOSC1qTfo,Reggaetón Lento (Bailemos),CNCO,8739078,,1,35,new,2017,1,global
36,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,8667916,,1,36,new,2017,1,global
37,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,8616666,,1,37,new,2017,1,global
38,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,8595924,,1,38,new,2017,1,global
39,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,8509565,,1,39,new,2017,1,global
40,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8454914,,1,40,new,2017,1,global
41,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,8303152,,1,41,new,2017,1,global
42,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,8207067,,1,42,new,2017,1,global
43,6rQSrBHf7HlZjtcMZ4S4bO,Safari,J Balvin,7845521,,1,43,new,2017,1,global
44,7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),DRAM,7780722,,1,44,new,2017,1,global
45,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,7637496,,1,45,new,2017,1,global
46,5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,7503448,,1,46,new,2017,1,global
47,5GFDrUTLGJix84sNhjCG0g,Caroline,Aminé,7431437,,1,47,new,2017,1,global
48,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7241437,,1,48,new,2017,1,global
49,7DM4BPaS7uofFul3ywMe46,Vente Pa' Ca,Ricky Martin,7074781,,1,49,new,2017,1,global
50,3QwBODjSEzelZyVjxPOHdq,Otra vez (feat. J Balvin),Zion & Lennox,6786526,,1,50,new,2017,1,global
51,4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,6656284,,1,51,new,2017,1,global
52,3AsAuGTaDQzavZZThyYlop,Sexual,NEIKED,6572154,,1,52,new,2017,1,global
53,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,6506901,,1,53,new,2017,1,global
54,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,6452978,,1,54,new,2017,1,global
55,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,6437621,,1,55,new,2017,1,global
56,0SGkqnVQo9KPytSri1H6cF,Bounce Back,Big Sean,6363452,,1,56,new,2017,1,global
57,6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,6314763,,1,57,new,2017,1,global
58,6HUnnBwYZqcED1eQztxMBN,Solo Dance,Martin Jensen,6284819,,1,58,new,2017,1,global
59,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,6239752,,1,59,new,2017,1,global
60,11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,5953272,,1,60,new,2017,1,global
61,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,5918973,,1,61,new,2017,1,global
62,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,5890670,,1,62,new,2017,1,global
63,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,5871752,,1,63,new,2017,1,global
64,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,5824048,,1,64,new,2017,1,global
65,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,5808895,,1,65,new,2017,1,global
66,5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,5724207,,1,66,new,2017,1,global
67,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,5635133,,1,67,new,2017,1,global
68,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,5566396,,1,68,new,2017,1,global
69,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,5353806,,1,69,new,2017,1,global
70,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,5330563,,1,70,new,2017,1,global
71,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,5284495,,1,71,new,2017,1,global
72,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,5270881,,1,72,new,2017,1,global
73,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,5266699,,1,73,new,2017,1,global
74,3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,5255557,,1,74,new,2017,1,global
75,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,5195824,,1,75,new,2017,1,global
76,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5194169,,1,76,new,2017,1,global
77,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,5143530,,1,77,new,2017,1,global
78,6F609ICg9Spjrw1epsAnpa,Controlla,Drake,5104189,,1,78,new,2017,1,global
79,0EPxmvsG1BY5td4aTOkWBF,Deu Onda,MC G15,5074994,,1,79,new,2017,1,global
80,0sXvAOmXgjR2QUqLK1MltU,La Bicicleta,Carlos Vives,5034668,,1,80,new,2017,1,global
81,0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,5010693,,1,81,new,2017,1,global
82,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,5007872,,1,82,new,2017,1,global
83,2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,4987309,,1,83,new,2017,1,global
84,5J1c3M4EldCfNxXwrwt8mT,Traicionera,Sebastian Yatra,4882394,,1,84,new,2017,1,global
85,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,4870064,,1,85,new,2017,1,global
86,6fwdbPMwP1zVStm8FybmkO,X (feat. Future),21 Savage,4860530,,1,86,new,2017,1,global
87,5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4855305,,1,87,new,2017,1,global
88,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,4780393,,1,88,new,2017,1,global
89,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,4707790,,1,89,new,2017,1,global
90,1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,4580028,,1,90,new,2017,1,global
91,1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,4566918,,1,91,new,2017,1,global
92,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,4535409,,1,92,new,2017,1,global
93,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,4507243,,1,93,new,2017,1,global
94,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,4476496,,1,94,new,2017,1,global
95,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,4471484,,1,95,new,2017,1,global
96,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,Drake,4450133,,1,96,new,2017,1,global
97,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,4429308,,1,97,new,2017,1,global
98,58IL315gMSTD37DOZPJ2hf,Shaky Shaky,Daddy Yankee,4422007,,1,98,new,2017,1,global
99,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,4372050,,1,99,new,2017,1,global
100,40UroIGvsMPLPBYwH8rMNA,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4358210,,1,100,new,2017,1,global
101,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,The Weeknd,4342298,,1,101,new,2017,1,global
102,4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,4329068,,1,102,new,2017,1,global
103,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,4310532,,1,103,new,2017,1,global
104,5DA77EqppDmCTWGovd4oTP,Sex,Cheat Codes,4278981,,1,104,new,2017,1,global
105,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,4238426,,1,105,new,2017,1,global
106,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,4229584,,1,106,new,2017,1,global
107,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,4213342,,1,107,new,2017,1,global
108,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,4197759,,1,108,new,2017,1,global
109,04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,Hearts & Colors,4134591,,1,109,new,2017,1,global
110,4gmmRb6bZJffOOiww1JGTO,No Heart,21 Savage,4133574,,1,110,new,2017,1,global
111,4mU5iXHeLgbR94siF7p1sY,Six Feet Under,The Weeknd,4080235,,1,111,new,2017,1,global
112,20ZAJdsKB5IGbGj4ilRt2o,Dile Que Tu Me Quieres,Ozuna,4019163,,1,112,new,2017,1,global
113,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,4019075,,1,113,new,2017,1,global
114,6stYbAJgTszHAHZMPxWWCY,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3988644,,1,114,new,2017,1,global
115,2MHCiOohBZEQuLgDTPvSzF,Love on Me,Galantis,3982786,,1,115,new,2017,1,global
116,7JYsArznYOjX2jsrT3UEnL,OOOUUU,Young M.A,3972504,,1,116,new,2017,1,global
117,5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,3961398,,1,117,new,2017,1,global
118,3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,3942364,,1,118,new,2017,1,global
119,3E2Zh20GDCR9B1EYjfXWyv,Weak,AJR,3930815,,1,119,new,2017,1,global
120,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,3883321,,1,120,new,2017,1,global
121,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,3870258,,1,121,new,2017,1,global
122,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,3861117,,1,122,new,2017,1,global
123,2Ae5awwKvQpTBKQHr1TYCg,Dynamite (feat. Pretty Sister),Nause,3812275,,1,123,new,2017,1,global
124,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,3786825,,1,124,new,2017,1,global
125,0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,3739087,,1,125,new,2017,1,global
126,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3737135,,1,126,new,2017,1,global
127,4sPmO7WMQUAf45kwMOtONw,Hello,Adele,3703686,,1,127,new,2017,1,global
128,12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,3684307,,1,128,new,2017,1,global
129,6O6M7pJLABmfBRoGZMu76Y,Roses,The Chainsmokers,3608588,,1,129,new,2017,1,global
130,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),KYLE,3575433,,1,130,new,2017,1,global
131,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,3554030,,1,131,new,2017,1,global
132,2aksifNn5ph8igDOkPBA02,Love On The Brain,Rihanna,3542741,,1,132,new,2017,1,global
133,6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette,Maluma,3540886,,1,133,new,2017,1,global
134,20dP2DaMHIAmwWAbp7peSr,pick up the phone,Young Thug,3536673,,1,134,new,2017,1,global
135,1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug,G-Eazy,3535347,,1,135,new,2017,1,global
136,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,3524637,,1,136,new,2017,1,global
137,1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,3519447,,1,137,new,2017,1,global
138,0utlOiJy2weVl9WTkcEWHy,Neighbors,J. Cole,3496249,,1,138,new,2017,1,global
139,5mey7CLLuFToM2P68Qu1gF,Andas En Mi Cabeza,Chino & Nacho,3478154,,1,139,new,2017,1,global
140,3dQDid3IUNhZy1OehIfYfE,Vacaciones,Wisin,3474525,,1,140,new,2017,1,global
141,2ANLarE8yHVsLWW21nj79M,You Was Right,Lil Uzi Vert,3452754,,1,141,new,2017,1,global
142,3cFsmM51N5zMAuu1nNY4Tw,No Lie,Sean Paul,3424555,,1,142,new,2017,1,global
143,5hEM0JchdVzQ5PwvSfITeX,Me Llamas (feat. Maluma) - Remix,Piso 21,3389017,,1,143,new,2017,1,global
144,7zTx8ePYAmPFQuxP3xlXZn,Light,San Holo,3351499,,1,144,new,2017,1,global
145,2s76aKBWKShlwPC4xTtEEE,Wake Up Where You Are,State of Sound,3318446,,1,145,new,2017,1,global
146,37F0uwRSrdzkBiuj0D5UHI,Reminder,The Weeknd,3316620,,1,146,new,2017,1,global
147,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,3281748,,1,147,new,2017,1,global
148,0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),Dante Klein,3259850,,1,148,new,2017,1,global
149,7of1slAJIWrXxP8ikAHxje,Miss You,James Hersey,3216083,,1,149,new,2017,1,global
150,27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,3198884,,1,150,new,2017,1,global
151,6AGON2BGdPmPMJGiiNuuwl,Immortal,J. Cole,3145454,,1,151,new,2017,1,global
152,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,3144929,,1,152,new,2017,1,global
153,6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,3136885,,1,153,new,2017,1,global
154,36YCdzT57us0LhDmCYtrNE,Rockin’,The Weeknd,3119482,,1,154,new,2017,1,global
155,0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,3111623,,1,155,new,2017,1,global
156,26hcyzSE154xMZCbFdtInA,Taped up Heart (feat. Clara Mae),KREAM,3085416,,1,156,new,2017,1,global
157,25khomWgBVamSdKw7hzm3l,The Hills,The Weeknd,3078216,,1,157,new,2017,1,global
158,6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,3071101,,1,158,new,2017,1,global
159,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,3060671,,1,159,new,2017,1,global
160,4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,David Guetta,3050982,,1,160,new,2017,1,global
161,0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,3047902,,1,161,new,2017,1,global
162,5dKyZWlgjWw1oJgLa4GCZD,Cool Girl,Tove Lo,3034502,,1,162,new,2017,1,global
163,13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,3026036,,1,163,new,2017,1,global
164,1AkTW13ysu0AJrwuM6UY0I,Gyal You A Party Animal - Remix,Charly Black,3013428,,1,164,new,2017,1,global
165,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,2991349,,1,165,new,2017,1,global
166,7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),Future,2989492,,1,166,new,2017,1,global
167,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,2975537,,1,167,new,2017,1,global
168,6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,The Weeknd,2970917,,1,168,new,2017,1,global
169,0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,2970487,,1,169,new,2017,1,global
170,2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,2961534,,1,170,new,2017,1,global
171,5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2926239,,1,171,new,2017,1,global
172,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,2915614,,1,172,new,2017,1,global
173,4QdovcM8j50QPlyR7tH4xe,You & Me,Marc E. Bassy,2913658,,1,173,new,2017,1,global
174,042x9bsUBWW2fJgJ6fUh61,Not Going Home,DVBBS,2909891,,1,174,new,2017,1,global
175,4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Flume,2895921,,1,175,new,2017,1,global
176,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,2889936,,1,176,new,2017,1,global
177,50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,2783891,,1,177,new,2017,1,global
178,3DX4Y0egvc0slLcLl31h2p,Secrets,The Weeknd,2758336,,1,178,new,2017,1,global
179,78sr3ogs4UzITcCNbXM9cM,Used to This (feat. Drake),Future,2753134,,1,179,new,2017,1,global
180,5v9N8Rx3QsFvr50cxyQcA3,Love$ick,Mura Masa,2715398,,1,180,new,2017,1,global
181,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,2706799,,1,181,new,2017,1,global
182,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,2698924,,1,182,new,2017,1,global
183,1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,2684017,,1,183,new,2017,1,global
184,1lxswgIpzV6HhENRvkflES,Chillax (feat. Ky-Mani Marley),Farruko,2676819,,1,184,new,2017,1,global
185,6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,2673597,,1,185,new,2017,1,global
186,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,2670842,,1,186,new,2017,1,global
187,6i759FCuKx713ZnYjtpQGU,True Colors,The Weeknd,2669838,,1,187,new,2017,1,global
188,0L87MffumRNWrY2SNUFcvs,Cocoon,Milky Chance,2643532,,1,188,new,2017,1,global
189,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,2638669,,1,189,new,2017,1,global
190,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,2632407,,1,190,new,2017,1,global
191,5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,2630356,,1,191,new,2017,1,global
192,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,2619064,,1,192,new,2017,1,global
193,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,2605389,,1,193,new,2017,1,global
194,2FiSTH0GYpIioUgjfzMIja,Stay (feat. Maty Noyes),Kygo,2598170,,1,194,new,2017,1,global
195,6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,2598038,,1,195,new,2017,1,global
196,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,2580512,,1,196,new,2017,1,global
197,2q6tgiA9tpb6DMguABwCWE,All of Me,John Legend,2568720,,1,197,new,2017,1,global
198,494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,2541963,,1,198,new,2017,1,global
199,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,2536282,,1,199,new,2017,1,global
200,7AtlMCIauSQZqiXSlbBPW6,Bobo,J Balvin,2525159,,1,200,new,2017,1,global
1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,51095759,,1,1,new,2017,2,global
2,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,35168298,,1,2,new,2017,2,global
3,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,24261229,1.0,2,1,-2,2017,2,global
4,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21671209,3.0,2,3,-1,2017,2,global
5,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,21513043,5.0,2,5,0,2017,2,global
6,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,20618002,2.0,2,2,-4,2017,2,global
7,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,18269129,8.0,2,7,1,2017,2,global
8,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,17879498,6.0,2,6,-2,2017,2,global
9,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,17465511,10.0,2,9,1,2017,2,global
10,343YBumqHu19cGoGARUTsd,Fake Love,Drake,17377668,7.0,2,7,-3,2017,2,global
11,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,16695321,4.0,2,4,-7,2017,2,global
12,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,15722670,9.0,2,9,-3,2017,2,global
13,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,15176991,17.0,2,13,4,2017,2,global
14,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,14908553,15.0,2,14,1,2017,2,global
15,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,14531664,13.0,2,13,-2,2017,2,global
16,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,14494204,11.0,2,11,-5,2017,2,global
17,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,13776006,19.0,2,17,2,2017,2,global
18,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,13257430,21.0,2,18,3,2017,2,global
19,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,12766155,12.0,2,12,-7,2017,2,global
20,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,12737156,16.0,2,16,-4,2017,2,global
21,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,12641038,14.0,2,14,-7,2017,2,global
22,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,12593728,18.0,2,18,-4,2017,2,global
23,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,11536805,22.0,2,22,-1,2017,2,global
24,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,11067857,24.0,2,24,0,2017,2,global
25,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,10571831,20.0,2,20,-5,2017,2,global
26,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,10215538,23.0,2,23,-3,2017,2,global
27,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,9932453,30.0,2,27,3,2017,2,global
28,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,9890873,27.0,2,27,-1,2017,2,global
29,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,9700643,38.0,2,29,9,2017,2,global
30,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,9682195,29.0,2,29,-1,2017,2,global
31,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,9631026,39.0,2,31,8,2017,2,global
32,43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,9520712,32.0,2,32,0,2017,2,global
33,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,9431454,42.0,2,33,9,2017,2,global
34,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,9359099,33.0,2,33,-1,2017,2,global
35,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,9342334,26.0,2,26,-9,2017,2,global
