position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week
133,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,125934,130.0,6,89,-3,2017,6
134,6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,125822,138.0,6,118,4,2017,6
135,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,125735,142.0,6,116,7,2017,6
136,1Wuwsq0BK4Abd7gRitOhXl,Be Right There,Diplo,125303,131.0,6,123,-5,2017,6
137,2KpCpk6HjXXLb7nnXoXA5O,Ni**as In Paris,JAY-Z,124535,149.0,6,113,12,2017,6
138,5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,124205,151.0,6,112,13,2017,6
139,1NIvNSrB824aeBmCHjyFxR,Jungle (Radio Edit),Tash Sultana,122961,,1,139,new,2017,6
140,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,121585,137.0,6,88,-3,2017,6
141,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,121511,118.0,6,89,-23,2017,6
142,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,121046,139.0,6,100,-3,2017,6
143,0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),Dante Klein,120767,132.0,6,88,-11,2017,6
144,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,120766,145.0,6,108,1,2017,6
145,6Fha6tXHkL3r9m9nNqQG8p,Georgia,Vance Joy,120255,126.0,6,126,-19,2017,6
146,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,119620,136.0,6,98,-10,2017,6
147,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,119535,122.0,6,122,-25,2017,6
148,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,119151,143.0,6,84,-5,2017,6
149,6F609ICg9Spjrw1epsAnpa,Controlla,Drake,118899,146.0,6,111,-3,2017,6
150,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,117676,148.0,6,105,-2,2017,6
151,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,116586,135.0,6,44,-16,2017,6
152,3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,115941,178.0,5,118,26,2017,6
153,4sPmO7WMQUAf45kwMOtONw,Hello,Adele,115740,155.0,6,129,2,2017,6
154,2Y0W9OqExrVea1xEcCgYcS,Fracture,SLUMBERJACK,115331,181.0,2,154,27,2017,6
155,6MDijuuArPJv1vbp7K1x3f,Genghis Khan,Miike Snow,115209,100.0,2,100,-55,2017,6
156,77lqbary6vt1DSc1MBN6sx,You Were Right,RÜFÜS DU SOL,114576,162.0,6,156,6,2017,6
157,6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,114514,125.0,6,109,-32,2017,6
158,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,114316,169.0,6,135,11,2017,6
159,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,114148,166.0,6,159,7,2017,6
160,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,113653,174.0,6,115,14,2017,6
161,1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,113583,171.0,6,161,10,2017,6
162,3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,112905,144.0,6,121,-18,2017,6
163,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,111321,184.0,3,163,21,2017,6
164,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,110603,167.0,6,130,3,2017,6
165,34i4yxPrHWquuR4kjiivFO,Somebody Else,VÉRITÉ,109829,158.0,6,146,-7,2017,6
166,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,109048,161.0,6,144,-5,2017,6
167,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,108632,173.0,6,153,6,2017,6
168,0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,107924,159.0,6,122,-9,2017,6
169,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,Flo Rida,107466,163.0,4,154,-6,2017,6
170,0N3W5peJUQtI4eyR6GJT5O,King Kunta,Kendrick Lamar,107188,160.0,6,138,-10,2017,6
171,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,106910,177.0,5,171,6,2017,6
172,1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug,G-Eazy,106845,157.0,5,131,-15,2017,6
173,1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,106646,195.0,6,168,22,2017,6
174,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,106608,164.0,6,102,-10,2017,6
175,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,105686,176.0,6,134,1,2017,6
176,2dOTkLZFbpNXrhc24CnTFd,Titanium (feat. Sia),David Guetta,104879,192.0,6,139,16,2017,6
177,13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,104471,199.0,4,177,22,2017,6
178,0UeYCHOETPfai02uskjJ3x,Shooting Stars,Bag Raiders,104215,200.0,3,178,22,2017,6
179,7k6Wf3BN6m2kCGIAfouMwP,Not Above Love,AlunaGeorge,104214,,3,179,re-enter,2017,6
180,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,104136,150.0,6,91,-30,2017,6
181,1LPGwuFgIzbJoShfDdw7MY,Youth,Glass Animals,103790,147.0,2,147,-34,2017,6
182,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,103711,175.0,6,107,-7,2017,6
183,3sBfXJVKKUWyKqEUsrYiNO,Say It - Illenium Remix,Flume,103437,,1,183,new,2017,6
184,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,102955,152.0,6,136,-32,2017,6
185,5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,The Temper Trap,102489,180.0,6,173,-5,2017,6
186,6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,Ed Sheeran,102354,,4,122,re-enter,2017,6
187,1sl5tSzfK1JrcQIcA8rYDy,I Miss You,Grey,102276,,1,187,new,2017,6
188,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),KYLE,102184,,1,188,new,2017,6
189,0Jiw6lq0TldEPKYyFElUDd,Scott Green,Dune Rats,102083,,1,189,new,2017,6
190,5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,102029,182.0,6,158,-8,2017,6
191,5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,101763,197.0,6,161,6,2017,6
192,05Z7jet4VDNVgNQWcYHnrk,Party,Chris Brown,101726,188.0,6,167,-4,2017,6
193,7bliRZuMFa2JmUzzNd62kk,Talk Is Cheap,Chet Faker,101712,168.0,6,168,-25,2017,6
194,5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,101444,154.0,5,154,-40,2017,6
195,6O6M7pJLABmfBRoGZMu76Y,Roses,The Chainsmokers,101019,170.0,6,117,-25,2017,6
196,5abwHwUhywLGNli5NDcEN7,Magic,Thomas Gold,100219,,1,196,new,2017,6
197,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,The Weeknd,99086,189.0,6,136,-8,2017,6
198,04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,Hearts & Colors,98481,172.0,5,144,-26,2017,6
199,1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,98229,,3,100,re-enter,2017,6
200,7wwifjNAb172PtDpKK3CoR,V. 3005,Childish Gambino,97955,194.0,6,160,-6,2017,6
1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,1886580,1.0,6,1,0,2017,7
2,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1195780,4.0,7,2,2,2017,7
3,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,1183419,2.0,6,2,-1,2017,7
4,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,1121988,3.0,5,3,-1,2017,7
5,1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,946513,10.0,4,5,5,2017,7
6,4rex1k9pBVFaIVKBBssZzi,Chameleon,PNAU,918201,5.0,7,5,-1,2017,7
7,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,917641,6.0,7,5,-1,2017,7
8,5v9N8Rx3QsFvr50cxyQcA3,Love$ick,Mura Masa,840369,8.0,7,8,0,2017,7
9,1rPCgtaIF0CyKRgAwhtpbF,Adore,Amy Shark,817800,7.0,7,7,-2,2017,7
10,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,806056,9.0,7,6,-1,2017,7
11,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,783219,14.0,3,11,3,2017,7
12,0Zx8khUcEfCFK2AEoIhC92,Don't Leave,Snakehips,782245,12.0,6,12,0,2017,7
13,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,731414,11.0,7,2,-2,2017,7
14,43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,711188,17.0,7,14,3,2017,7
15,5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,704603,19.0,7,15,4,2017,7
16,0fg8CqpjdojMyXLNzM2PaJ,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,698081,16.0,3,16,0,2017,7
17,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,680341,18.0,7,16,1,2017,7
18,0jVPEBd4wyHupkTHwzQRyc,Stranger,Peking Duk,679871,15.0,7,11,-3,2017,7
19,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,676696,13.0,7,1,-6,2017,7
20,3AsAuGTaDQzavZZThyYlop,Sexual,NEIKED,655922,20.0,7,7,0,2017,7
21,6520aj0B4FSKGVuKNsOCOi,Chained To The Rhythm,Katy Perry,648480,,1,21,new,2017,7
22,0L87MffumRNWrY2SNUFcvs,Cocoon,Milky Chance,638333,21.0,7,17,-1,2017,7
23,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,635217,24.0,7,15,1,2017,7
24,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,632556,25.0,7,21,1,2017,7
25,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,619090,29.0,5,25,4,2017,7
26,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,591755,26.0,7,22,0,2017,7
27,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,586619,22.0,7,8,-5,2017,7
28,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,585517,27.0,7,18,-1,2017,7
29,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,578248,28.0,7,21,-1,2017,7
30,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,550336,23.0,7,3,-7,2017,7
31,12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,546631,36.0,7,31,5,2017,7
32,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,536021,34.0,7,32,2,2017,7
33,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,495164,32.0,7,19,-1,2017,7
34,3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,491215,31.0,7,29,-3,2017,7
35,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,488069,33.0,7,33,-2,2017,7
36,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,486576,30.0,7,11,-6,2017,7
37,1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,482078,52.0,7,37,15,2017,7
38,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,468205,35.0,7,9,-3,2017,7
39,343YBumqHu19cGoGARUTsd,Fake Love,Drake,456533,37.0,7,20,-2,2017,7
40,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,452486,39.0,7,16,-1,2017,7
41,6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah,434983,42.0,7,41,1,2017,7
42,0SGkqnVQo9KPytSri1H6cF,Bounce Back,Big Sean,410979,50.0,7,42,8,2017,7
43,6HUnnBwYZqcED1eQztxMBN,Solo Dance,Martin Jensen,406253,54.0,7,43,11,2017,7
44,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,396807,41.0,7,29,-3,2017,7
45,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,392982,43.0,7,26,-2,2017,7
46,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,391733,44.0,7,15,-2,2017,7
47,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,381113,46.0,7,13,-1,2017,7
48,2MHCiOohBZEQuLgDTPvSzF,Love on Me,Galantis,371950,45.0,7,43,-3,2017,7
49,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,371358,48.0,7,10,-1,2017,7
50,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,353628,38.0,7,24,-12,2017,7
51,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,331234,40.0,7,22,-11,2017,7
52,0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,308588,75.0,2,52,23,2017,7
53,4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Flume,308307,49.0,7,30,-4,2017,7
54,77hjM9bMmgfTGJXv14UFmi,Play That Song,Train,291301,67.0,6,54,13,2017,7
55,3REzEumDuXBpQH45WEHAr6,Drinkee,Sofi Tukker,289212,55.0,7,54,0,2017,7
56,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,279027,58.0,7,56,2,2017,7
57,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,271953,56.0,7,23,-1,2017,7
58,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,267432,88.0,6,58,30,2017,7
59,2TdJsyNijI5jUvMnsjQcb3,Frozen,PON CHO,259756,60.0,7,58,1,2017,7
60,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,258618,69.0,6,60,9,2017,7
61,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,257024,61.0,7,55,0,2017,7
62,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,251905,57.0,7,14,-5,2017,7
63,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,251409,62.0,7,40,-1,2017,7
64,2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,249694,51.0,7,39,-13,2017,7
65,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,247949,59.0,7,38,-6,2017,7
66,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,247646,53.0,7,37,-13,2017,7
67,7ol59kVwq3DQyyjKZ2DRzy,Jungle,Tash Sultana,247519,65.0,4,61,-2,2017,7
68,2bWrml86uwGVvznX8KKtwx,Catch 22 (feat. Anne-Marie),Illy,246278,47.0,7,32,-21,2017,7
69,7ynCQo1KpBOyTdTdAnjSLZ,Move Your Body - Single Mix,Sia,237291,63.0,5,62,-6,2017,7
70,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,236810,64.0,7,27,-6,2017,7
71,3E2Zh20GDCR9B1EYjfXWyv,Weak,AJR,221906,68.0,7,68,-3,2017,7
72,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,210517,78.0,7,68,6,2017,7
73,5GFDrUTLGJix84sNhjCG0g,Caroline,Aminé,208311,74.0,7,68,1,2017,7
74,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,204836,66.0,7,54,-8,2017,7
75,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,204643,70.0,7,63,-5,2017,7
76,6vXHaWpqkbuvzIDvR3LnKd,Papercuts (feat. Vera Blue),Illy,203408,71.0,7,47,-5,2017,7
77,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,201350,82.0,7,77,5,2017,7
78,6oSmp7qnvAxUXeUKhl67a6,1955,Hilltop Hoods,201100,73.0,7,65,-5,2017,7
79,60xaS8mYBKUW4VQQ666N0T,All Night (feat. Knox Fortune),Chance the Rapper,197110,85.0,7,75,6,2017,7
80,3SGWp9fJCzgK0WcpcKSQdy,Romantic - NOTD Remix,Stanaj,195337,87.0,5,80,7,2017,7
81,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,194124,79.0,7,59,-2,2017,7
82,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,193137,86.0,7,62,4,2017,7
83,1NIvNSrB824aeBmCHjyFxR,Jungle (Radio Edit),Tash Sultana,192135,139.0,2,83,56,2017,7
84,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,188687,76.0,7,46,-8,2017,7
85,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,181508,77.0,7,35,-8,2017,7
86,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),KYLE,180520,188.0,2,86,102,2017,7
87,4aiLpwwZw5Ek9KkBMnt6Zu,Should've Been Me,Naughty Boy,178955,84.0,6,84,-3,2017,7
88,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,178105,83.0,7,48,-5,2017,7
89,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,172057,95.0,7,89,6,2017,7
90,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,171573,80.0,7,57,-10,2017,7
91,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,165590,91.0,7,51,0,2017,7
92,7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),DRAM,164898,94.0,7,70,2,2017,7
93,54LGxQGf5LPXNGjtzDZ5IE,So Good (feat. Ty Dolla $ign),Zara Larsson,163610,72.0,3,72,-21,2017,7
94,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,160293,81.0,7,56,-13,2017,7
95,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,159638,102.0,7,87,7,2017,7
96,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,158522,89.0,7,60,-7,2017,7
97,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,157356,90.0,7,53,-7,2017,7
98,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,156449,106.0,7,77,8,2017,7
99,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,155945,119.0,7,99,20,2017,7
100,11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,155546,98.0,7,74,-2,2017,7
101,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Luis Fonsi,155168,103.0,3,101,2,2017,7
102,7zTx8ePYAmPFQuxP3xlXZn,Light,San Holo,155044,111.0,7,102,9,2017,7
103,4XDpZleldkujOhnwNvgoMX,Let Me Love You,Dastic,154441,105.0,3,103,2,2017,7
104,042x9bsUBWW2fJgJ6fUh61,Not Going Home,DVBBS,154115,116.0,6,104,12,2017,7
105,5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,152213,99.0,7,80,-6,2017,7
106,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,151921,101.0,7,49,-5,2017,7
107,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,151528,104.0,7,75,-3,2017,7
108,6NosuXu0gXczpqyYiYzfFd,Notion,Tash Sultana,150916,107.0,3,96,-1,2017,7
109,2fKEunM0KZVpVLwlvmVlDZ,Fading,Vallis Alps,149720,93.0,7,82,-16,2017,7
110,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,146903,97.0,7,42,-13,2017,7
111,5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,146792,92.0,7,67,-19,2017,7
112,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,146254,121.0,7,93,9,2017,7
113,0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,146006,108.0,7,71,-5,2017,7
114,4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,145935,114.0,7,66,0,2017,7
115,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,144291,118.0,7,91,3,2017,7
116,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,143860,112.0,7,64,-4,2017,7
117,5abwHwUhywLGNli5NDcEN7,Magic,Thomas Gold,143407,196.0,2,117,79,2017,7
118,6kL5KS38LCR96cNfbfsb6u,In Your Arms,NERVO,142390,,1,118,new,2017,7
119,0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,142364,110.0,6,110,-9,2017,7
120,0WCEaydwN65cvwaW8aqptF,History,Olivia Holt,142154,123.0,5,120,3,2017,7
121,1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,142112,120.0,7,90,-1,2017,7
122,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,141398,115.0,7,62,-7,2017,7
123,5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,138729,125.0,7,117,2,2017,7
124,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,136930,142.0,7,100,18,2017,7
125,4sPmO7WMQUAf45kwMOtONw,Hello,Adele,136809,153.0,7,125,28,2017,7
126,6C7RJEIUDqKkJRZVWdkfkH,Stronger,Kanye West,134837,129.0,7,106,3,2017,7
127,6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,134647,113.0,7,85,-14,2017,7
128,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,131509,,3,128,re-enter,2017,7
129,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,131197,133.0,7,89,4,2017,7
130,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,131159,127.0,7,100,-3,2017,7
131,2KpCpk6HjXXLb7nnXoXA5O,Ni**as In Paris,JAY-Z,130940,137.0,7,113,6,2017,7
132,6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,130533,134.0,7,118,2,2017,7
133,0UeYCHOETPfai02uskjJ3x,Shooting Stars,Bag Raiders,130363,178.0,4,133,45,2017,7
134,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,128713,124.0,7,83,-10,2017,7
135,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,128433,135.0,7,116,0,2017,7
136,5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,127091,138.0,7,112,2,2017,7
137,0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,127074,109.0,2,109,-28,2017,7
138,6rKmnzp0nUpHvjLK7FXSnP,Wolfie (feat. Julia Stone),Golden Features,126881,122.0,7,108,-16,2017,7
139,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,126758,,1,139,new,2017,7
140,1MksGqIztTT6M9R1ErKVs8,No Favors,Big Sean,126179,96.0,2,96,-44,2017,7
141,4WdCxlUyj3TCTBaJx5s9tF,Don't Kill My Vibe,Sigrid,126120,,1,141,new,2017,7
142,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,125912,132.0,7,103,-10,2017,7
143,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,125350,131.0,7,81,-12,2017,7
144,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,124329,130.0,7,104,-14,2017,7
145,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,123783,171.0,6,145,26,2017,7
146,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,123155,150.0,7,105,4,2017,7
147,7KOlJ92bu51cltsD9KU5I7,T-Shirt,Migos,122985,128.0,3,128,-19,2017,7
148,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,122155,144.0,7,108,-4,2017,7
149,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,121522,148.0,7,84,-1,2017,7
150,2CvOqDpQIMw69cCzWqr5yr,Halo,Beyoncé,121296,,1,150,new,2017,7
151,1Wuwsq0BK4Abd7gRitOhXl,Be Right There,Diplo,121094,136.0,7,123,-15,2017,7
152,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,120788,147.0,7,122,-5,2017,7
153,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,120751,146.0,7,98,-7,2017,7
154,1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,120221,173.0,7,154,19,2017,7
155,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,119435,140.0,7,88,-15,2017,7
156,2dqLk7ezV15LEJEwUmEbXB,Down,Marian Hill,118650,,1,156,new,2017,7
157,6F609ICg9Spjrw1epsAnpa,Controlla,Drake,118565,149.0,7,111,-8,2017,7
158,77lqbary6vt1DSc1MBN6sx,You Were Right,RÜFÜS DU SOL,117961,156.0,7,156,-2,2017,7
159,1Ba0ucfKPaRzS3AKvX3X3r,History,Cosmo's Midnight,117588,126.0,4,117,-33,2017,7
160,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,116949,158.0,7,135,-2,2017,7
161,6Fha6tXHkL3r9m9nNqQG8p,Georgia,Vance Joy,116885,145.0,7,126,-16,2017,7
162,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,116294,164.0,7,130,2,2017,7
163,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,115946,159.0,7,159,-4,2017,7
164,1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,115627,161.0,7,161,-3,2017,7
165,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,115522,141.0,7,89,-24,2017,7
166,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,114743,160.0,7,115,-6,2017,7
167,3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,114439,152.0,6,118,-15,2017,7
168,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,Flo Rida,114184,169.0,5,154,1,2017,7
169,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,114006,166.0,7,144,-3,2017,7
