position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week,country
1,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2408358,,1,1,new,2017,1,united_kingdom
2,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,1840807,,1,2,new,2017,1,united_kingdom
3,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,1829205,,1,3,new,2017,1,united_kingdom
4,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,1800843,,1,4,new,2017,1,united_kingdom
5,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,1765567,,1,5,new,2017,1,united_kingdom
6,3AsAuGTaDQzavZZThyYlop,Sexual,NEIKED,1679656,,1,6,new,2017,1,united_kingdom
7,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,1566942,,1,7,new,2017,1,united_kingdom
8,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,1548847,,1,8,new,2017,1,united_kingdom
9,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,1498372,,1,9,new,2017,1,united_kingdom
10,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,1468225,,1,10,new,2017,1,united_kingdom
11,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,1394206,,1,11,new,2017,1,united_kingdom
12,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,1387484,,1,12,new,2017,1,united_kingdom
13,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,1382921,,1,13,new,2017,1,united_kingdom
14,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,1370103,,1,14,new,2017,1,united_kingdom
15,1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,1354492,,1,15,new,2017,1,united_kingdom
16,0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,1351830,,1,16,new,2017,1,united_kingdom
17,343YBumqHu19cGoGARUTsd,Fake Love,Drake,1323814,,1,17,new,2017,1,united_kingdom
18,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1308638,,1,18,new,2017,1,united_kingdom
19,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,1306964,,1,19,new,2017,1,united_kingdom
20,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,1306108,,1,20,new,2017,1,united_kingdom
21,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,1283710,,1,21,new,2017,1,united_kingdom
22,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1239937,,1,22,new,2017,1,united_kingdom
23,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,1126657,,1,23,new,2017,1,united_kingdom
24,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,1051937,,1,24,new,2017,1,united_kingdom
25,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,1047807,,1,25,new,2017,1,united_kingdom
26,4xX7OsX8XTGWJgRxNNIaFT,You Want Me (feat. Sadie Ama),Tom Zanetti,1034411,,1,26,new,2017,1,united_kingdom
27,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,1030894,,1,27,new,2017,1,united_kingdom
28,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,1000601,,1,28,new,2017,1,united_kingdom
29,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,997224,,1,29,new,2017,1,united_kingdom
30,43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,946009,,1,30,new,2017,1,united_kingdom
31,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,937800,,1,31,new,2017,1,united_kingdom
32,2MHCiOohBZEQuLgDTPvSzF,Love on Me,Galantis,915988,,1,32,new,2017,1,united_kingdom
33,0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,912305,,1,33,new,2017,1,united_kingdom
34,0y8Wf6ltWpGCpgqVa21QNX,After the Afterparty (feat. Lil Yachty),Charli XCX,860764,,1,34,new,2017,1,united_kingdom
35,20js7QbHkIuzrgecUTPfl7,So Good,Louisa,845419,,1,35,new,2017,1,united_kingdom
36,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,822774,,1,36,new,2017,1,united_kingdom
37,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,816763,,1,37,new,2017,1,united_kingdom
38,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,805951,,1,38,new,2017,1,united_kingdom
39,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,769869,,1,39,new,2017,1,united_kingdom
40,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,769169,,1,40,new,2017,1,united_kingdom
41,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,767319,,1,41,new,2017,1,united_kingdom
42,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,732106,,1,42,new,2017,1,united_kingdom
43,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,722653,,1,43,new,2017,1,united_kingdom
44,6F609ICg9Spjrw1epsAnpa,Controlla,Drake,712114,,1,44,new,2017,1,united_kingdom
45,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,710010,,1,45,new,2017,1,united_kingdom
46,11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,709013,,1,46,new,2017,1,united_kingdom
47,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,704634,,1,47,new,2017,1,united_kingdom
48,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,694310,,1,48,new,2017,1,united_kingdom
49,6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,664242,,1,49,new,2017,1,united_kingdom
50,37xcWhVKQ99uuiA5Y4yapi,Oops,Little Mix,662670,,1,50,new,2017,1,united_kingdom
51,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,616336,,1,51,new,2017,1,united_kingdom
52,3cFsmM51N5zMAuu1nNY4Tw,No Lie,Sean Paul,596239,,1,52,new,2017,1,united_kingdom
53,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,568559,,1,53,new,2017,1,united_kingdom
54,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,549386,,1,54,new,2017,1,united_kingdom
55,5v9N8Rx3QsFvr50cxyQcA3,Love$ick,Mura Masa,543695,,1,55,new,2017,1,united_kingdom
56,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,528040,,1,56,new,2017,1,united_kingdom
57,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,522621,,1,57,new,2017,1,united_kingdom
58,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,518070,,1,58,new,2017,1,united_kingdom
59,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,516151,,1,59,new,2017,1,united_kingdom
60,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,509368,,1,60,new,2017,1,united_kingdom
61,5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,496905,,1,61,new,2017,1,united_kingdom
62,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,496254,,1,62,new,2017,1,united_kingdom
63,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,465349,,1,63,new,2017,1,united_kingdom
64,4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,462225,,1,64,new,2017,1,united_kingdom
65,2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,449114,,1,65,new,2017,1,united_kingdom
66,7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,444256,,1,66,new,2017,1,united_kingdom
67,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,434536,,1,67,new,2017,1,united_kingdom
68,6OJ5jV3ClJbMgyZj6H5hK0,Lock Doh,Giggs,429799,,1,68,new,2017,1,united_kingdom
69,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,428885,,1,69,new,2017,1,united_kingdom
70,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,426793,,1,70,new,2017,1,united_kingdom
71,6Zp0OnaLtS9AjtK1jeC930,Would I Lie to You,John Gibbons,426618,,1,71,new,2017,1,united_kingdom
72,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,418907,,1,72,new,2017,1,united_kingdom
73,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,415155,,1,73,new,2017,1,united_kingdom
74,2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),Dua Lipa,413189,,1,74,new,2017,1,united_kingdom
75,2Wr970IfovsSGnfkE08iMF,Find Me,Sigma,413188,,1,75,new,2017,1,united_kingdom
76,4aiLpwwZw5Ek9KkBMnt6Zu,Should've Been Me,Naughty Boy,408860,,1,76,new,2017,1,united_kingdom
77,14WWzenpaEgQZlqPq2nk4v,Work,Rihanna,408214,,1,77,new,2017,1,united_kingdom
78,3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,403069,,1,78,new,2017,1,united_kingdom
79,4Kln4sYiZzemzfdbLXW00G,House Work,Jax Jones,395806,,1,79,new,2017,1,united_kingdom
80,6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,395270,,1,80,new,2017,1,united_kingdom
81,6aG68QSwv0hgNTq90I2GOE,Everglow,Coldplay,392938,,1,81,new,2017,1,united_kingdom
82,7of1slAJIWrXxP8ikAHxje,Miss You,James Hersey,392118,,1,82,new,2017,1,united_kingdom
83,2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,391518,,1,83,new,2017,1,united_kingdom
84,0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,388547,,1,84,new,2017,1,united_kingdom
85,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,386090,,1,85,new,2017,1,united_kingdom
86,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,382511,,1,86,new,2017,1,united_kingdom
87,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,381506,,1,87,new,2017,1,united_kingdom
88,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,381093,,1,88,new,2017,1,united_kingdom
89,4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,379232,,1,89,new,2017,1,united_kingdom
90,5BOZ4skcMubA0R6RD4zf64,Girls Like (feat. Zara Larsson),Tinie Tempah,377685,,1,90,new,2017,1,united_kingdom
91,5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,375422,,1,91,new,2017,1,united_kingdom
92,4sPmO7WMQUAf45kwMOtONw,Hello,Adele,373052,,1,92,new,2017,1,united_kingdom
93,1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,372302,,1,93,new,2017,1,united_kingdom
94,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,360295,,1,94,new,2017,1,united_kingdom
95,0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,359526,,1,95,new,2017,1,united_kingdom
96,3HgmWNk2YBRfh4NSdrCce2,When Christmas Comes Around,Matt Terry,355400,,1,96,new,2017,1,united_kingdom
97,5DA77EqppDmCTWGovd4oTP,Sex,Cheat Codes,349565,,1,97,new,2017,1,united_kingdom
98,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,349356,,1,98,new,2017,1,united_kingdom
99,7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),DRAM,348364,,1,99,new,2017,1,united_kingdom
100,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,344169,,1,100,new,2017,1,united_kingdom
101,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,344042,,1,101,new,2017,1,united_kingdom
102,5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,342465,,1,102,new,2017,1,united_kingdom
103,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,342021,,1,103,new,2017,1,united_kingdom
104,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,339241,,1,104,new,2017,1,united_kingdom
105,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,336580,,1,105,new,2017,1,united_kingdom
106,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,336017,,1,106,new,2017,1,united_kingdom
107,6C7RJEIUDqKkJRZVWdkfkH,Stronger,Kanye West,333005,,1,107,new,2017,1,united_kingdom
108,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,332972,,1,108,new,2017,1,united_kingdom
109,4PXVZqZdzzfqFX39LS52b3,Crank It (Woah!) - Radio Edit,Kideko,330119,,1,109,new,2017,1,united_kingdom
110,2R7858bg0GHuBBxjTyOL7N,Careless Whisper,George Michael,326040,,1,110,new,2017,1,united_kingdom
111,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),Sia,324173,,1,111,new,2017,1,united_kingdom
112,7gHs73wELdeycvS48JfIos,Faded,Alan Walker,316522,,1,112,new,2017,1,united_kingdom
113,5Odgb6uCWnL8U3Eb3ijLZj,Not In Love,M.O,315144,,1,113,new,2017,1,united_kingdom
114,27PmvZoffODNFW2p7ehZTQ,Don't Mind,Kent Jones,312208,,1,114,new,2017,1,united_kingdom
115,13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,308922,,1,115,new,2017,1,united_kingdom
116,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,308305,,1,116,new,2017,1,united_kingdom
117,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,307900,,1,117,new,2017,1,united_kingdom
118,7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,305561,,1,118,new,2017,1,united_kingdom
119,3UDXkdQquqCEAJdNAsA1wO,Millionaire (feat. Nelly),Cash Cash,305144,,1,119,new,2017,1,united_kingdom
120,5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,302993,,1,120,new,2017,1,united_kingdom
121,7IWkJwX9C0J7tHurTD7ViL,When We Were Young,Adele,301186,,1,121,new,2017,1,united_kingdom
122,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,The Weeknd,300688,,1,122,new,2017,1,united_kingdom
123,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,297399,,1,123,new,2017,1,united_kingdom
124,7gZQfdEQpmwAoPHSbEHzms,False Alarm,Matoma,297211,,1,124,new,2017,1,united_kingdom
125,6jrMVRReY24qzCfe1BRrww,What You Know,Two Door Cinema Club,293166,,1,125,new,2017,1,united_kingdom
126,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,292369,,1,126,new,2017,1,united_kingdom
127,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,290300,,1,127,new,2017,1,united_kingdom
128,1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,284692,,1,128,new,2017,1,united_kingdom
129,0mQnLhHH5WwRc5gtnzLtK6,Tilted,Christine and the Queens,282133,,1,129,new,2017,1,united_kingdom
130,7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),Clean Bandit,280999,,1,130,new,2017,1,united_kingdom
131,4mU5iXHeLgbR94siF7p1sY,Six Feet Under,The Weeknd,278899,,1,131,new,2017,1,united_kingdom
132,2pex1RNUgi1FwVUTMnIQ1x,Trouble,OFFAIAH,276370,,1,132,new,2017,1,united_kingdom
133,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,275537,,1,133,new,2017,1,united_kingdom
134,3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,273078,,1,134,new,2017,1,united_kingdom
135,1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,272034,,1,135,new,2017,1,united_kingdom
136,27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,270815,,1,136,new,2017,1,united_kingdom
137,316r1KLN0bcmpr7TZcMCXT,The Sound,The 1975,269295,,1,137,new,2017,1,united_kingdom
138,3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,Arctic Monkeys,265715,,1,138,new,2017,1,united_kingdom
139,0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),Dante Klein,265628,,1,139,new,2017,1,united_kingdom
140,7K0IjUT3y2wGxqd6u5DrTs,Say To Me,WHTKD,264042,,1,140,new,2017,1,united_kingdom
141,5fX2oPyLCe5mBKqGDbOWqC,When You Love Someone,James TW,262169,,1,141,new,2017,1,united_kingdom
142,5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,259538,,1,142,new,2017,1,united_kingdom
143,16Ah4QqH4mgYVXqfC4mdSd,LUV,Tory Lanez,259068,,1,143,new,2017,1,united_kingdom
144,1ZQnV7ePl8yXoLjPfhWE5L,Piece of Me,MK,258832,,1,144,new,2017,1,united_kingdom
145,05Z7jet4VDNVgNQWcYHnrk,Party,Chris Brown,257580,,1,145,new,2017,1,united_kingdom
146,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,257188,,1,146,new,2017,1,united_kingdom
147,7bPLo5Fv7h15E2fW3g1mVQ,Wanna Know Remix (feat. Drake),Dave,257169,,1,147,new,2017,1,united_kingdom
148,6IGA5YrFiEr5ANrMqKkR6H,Good Grief,Bastille,256566,,1,148,new,2017,1,united_kingdom
149,3t1phUY6LrP0Bpd5eNT8Dt,Years & Years,Olly Murs,254222,,1,149,new,2017,1,united_kingdom
150,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,OutKast,252891,,1,150,new,2017,1,united_kingdom
151,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,252490,,1,151,new,2017,1,united_kingdom
152,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,252218,,1,152,new,2017,1,united_kingdom
153,5ev0Z2lFzmhjlQCWpRAWiG,Only One - Radio Edit,Sigala,251832,,1,153,new,2017,1,united_kingdom
154,1w5sLDYzYAGI0AkLc6FPlO,Is This Love - Remix,Bob Marley & The Wailers,250268,,1,154,new,2017,1,united_kingdom
155,37F0uwRSrdzkBiuj0D5UHI,Reminder,The Weeknd,249968,,1,155,new,2017,1,united_kingdom
156,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,Drake,248527,,1,156,new,2017,1,united_kingdom
157,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,248253,,1,157,new,2017,1,united_kingdom
158,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,248071,,1,158,new,2017,1,united_kingdom
159,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,246247,,1,159,new,2017,1,united_kingdom
160,36YCdzT57us0LhDmCYtrNE,Rockin’,The Weeknd,245211,,1,160,new,2017,1,united_kingdom
161,1CireMJYXN8Rw4u1HG5GFZ,Shutdown,Skepta,243660,,1,161,new,2017,1,united_kingdom
162,4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,243433,,1,162,new,2017,1,united_kingdom
163,3ZeszLrkylVDyAFS9MLajv,You Don't Know Love,Olly Murs,242666,,1,163,new,2017,1,united_kingdom
164,5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,241555,,1,164,new,2017,1,united_kingdom
165,2nAAFnHiXRdWhsqoeqhhnr,Rooting For You,London Grammar,241147,,1,165,new,2017,1,united_kingdom
166,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,240675,,1,166,new,2017,1,united_kingdom
167,5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,239264,,1,167,new,2017,1,united_kingdom
168,6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,238324,,1,168,new,2017,1,united_kingdom
169,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,237722,,1,169,new,2017,1,united_kingdom
170,3VAvS6hbvz0mjFT1TmLNdd,Re-arrange,Biffy Clyro,235680,,1,170,new,2017,1,united_kingdom
171,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,235037,,1,171,new,2017,1,united_kingdom
172,4kflIGfjdZJW4ot2ioixTB,Someone Like You,Adele,234056,,1,172,new,2017,1,united_kingdom
173,2KpCpk6HjXXLb7nnXoXA5O,Ni**as In Paris,JAY-Z,233768,,1,173,new,2017,1,united_kingdom
174,3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,232723,,1,174,new,2017,1,united_kingdom
175,0ikz6tENMONtK6qGkOrU3c,Wake Me up Before You Go-Go,Wham!,231848,,1,175,new,2017,1,united_kingdom
176,5hc71nKsUgtwQ3z52KEKQk,Somebody Else,The 1975,231469,,1,176,new,2017,1,united_kingdom
177,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,230864,,1,177,new,2017,1,united_kingdom
178,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,230490,,1,178,new,2017,1,united_kingdom
179,0fH86zQcE2CmATQju6WpXv,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,229839,,1,179,new,2017,1,united_kingdom
180,0JpxNq2SYwPt2uSqdcSvyQ,She's So Lovely,Scouting For Girls,229669,,1,180,new,2017,1,united_kingdom
181,0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,229477,,1,181,new,2017,1,united_kingdom
182,4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Flume,229454,,1,182,new,2017,1,united_kingdom
183,5eTNdkstwKaNahHf41fJ9u,Hotter Than Hell,Dua Lipa,228920,,1,183,new,2017,1,united_kingdom
184,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,227497,,1,184,new,2017,1,united_kingdom
185,1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",226542,,1,185,new,2017,1,united_kingdom
186,11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,225565,,1,186,new,2017,1,united_kingdom
187,0utlOiJy2weVl9WTkcEWHy,Neighbors,J. Cole,225010,,1,187,new,2017,1,united_kingdom
188,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,224944,,1,188,new,2017,1,united_kingdom
189,1D6nV9TPfMnWm7UdVsDVfI,Freedom! '90,George Michael,224294,,1,189,new,2017,1,united_kingdom
190,50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,223799,,1,190,new,2017,1,united_kingdom
191,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,222391,,1,191,new,2017,1,united_kingdom
192,6O6M7pJLABmfBRoGZMu76Y,Roses,The Chainsmokers,221944,,1,192,new,2017,1,united_kingdom
193,20dP2DaMHIAmwWAbp7peSr,pick up the phone,Young Thug,221521,,1,193,new,2017,1,united_kingdom
194,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,221033,,1,194,new,2017,1,united_kingdom
195,4JIo8RztBbELr2gWJ5OGK6,Secret Love Song (feat. Jason Derulo),Little Mix,216872,,1,195,new,2017,1,united_kingdom
196,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,214479,,1,196,new,2017,1,united_kingdom
197,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,214249,,1,197,new,2017,1,united_kingdom
198,25khomWgBVamSdKw7hzm3l,The Hills,The Weeknd,213172,,1,198,new,2017,1,united_kingdom
199,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,212237,,1,199,new,2017,1,united_kingdom
200,5GFDrUTLGJix84sNhjCG0g,Caroline,Aminé,211586,,1,200,new,2017,1,united_kingdom
1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,9283703,,1,1,new,2017,2,united_kingdom
2,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,7698380,,1,2,new,2017,2,united_kingdom
3,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2448758,1.0,2,1,-2,2017,2,united_kingdom
4,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,2306972,3.0,2,3,-1,2017,2,united_kingdom
5,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,Zara Larsson,2153797,4.0,2,4,-1,2017,2,united_kingdom
6,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,1893757,5.0,2,5,-1,2017,2,united_kingdom
7,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,1846867,7.0,2,7,0,2017,2,united_kingdom
8,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,1823865,10.0,2,8,2,2017,2,united_kingdom
9,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,1800313,2.0,2,2,-7,2017,2,united_kingdom
10,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,1707456,19.0,2,10,9,2017,2,united_kingdom
11,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1656601,18.0,2,11,7,2017,2,united_kingdom
12,3AsAuGTaDQzavZZThyYlop,Sexual,NEIKED,1647790,6.0,2,6,-6,2017,2,united_kingdom
13,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,1628530,28.0,2,13,15,2017,2,united_kingdom
14,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,1572412,8.0,2,8,-6,2017,2,united_kingdom
15,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,1558010,13.0,2,13,-2,2017,2,united_kingdom
16,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,1486857,11.0,2,11,-5,2017,2,united_kingdom
17,343YBumqHu19cGoGARUTsd,Fake Love,Drake,1390076,17.0,2,17,0,2017,2,united_kingdom
18,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,1363814,20.0,2,18,2,2017,2,united_kingdom
19,7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,1354009,21.0,2,19,2,2017,2,united_kingdom
20,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,1349895,9.0,2,9,-11,2017,2,united_kingdom
21,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,1340054,14.0,2,14,-7,2017,2,united_kingdom
