,artist_id,year,country,artist_name,streams,song_name_x,genres,image
5324,6eUKZXaKkcviH0Ku9w2n3V,2017,australia,Ed Sheeran,207398200,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'Tenerife Sea', ""Don't"", 'Give Me Love', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
1968,2YZyLoL8N0Wb9xBt1NhZWg,2017,australia,Kendrick Lamar,58941791,"['King Kunta', 'The Heart Part 4', 'HUMBLE.', 'DNA.', 'ELEMENT.', 'YAH.', 'FEEL.', 'PRIDE.', 'LUST.', 'BLOOD.', 'FEAR.', 'DUCKWORTH.', 'GOD.']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
2760,3TVXtAsR1Inumwj472S9r4,2017,australia,Drake,52966478,"['Fake Love', 'Controlla', 'Hotline Bling', 'Passionfruit', 'Free Smoke', 'Blem', 'Teenage Fever', 'Madiba Riddim', 'Gyalchester', 'Jorja Interlude', 'Skepta Interlude', 'Do Not Disturb', 'Nothings Into Somethings', 'Lose You', ""Can't Have Everything"", 'Signs']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
5051,6LuN9FCkKOj5PcnpouEgny,2017,australia,Khalid,48086878,"['Location', 'Saved', 'Young Dumb & Broke', '8TEEN']","[""['r&b', 'pop']""]",https://i.scdn.co/image/05da6a798c59e8ab7102d77c8deb79d67a1360ed
4019,53XhwfbYqKCa1cC15pYq2q,2017,australia,Imagine Dragons,42628214,"['Believer', 'Thunder', 'Whatever It Takes', 'Walking The Wire']","[""['rock']""]",https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
1990,2Z0lRIqr997lIUiPtrpKCr,2017,brazil,Matheus & Kauan,254960826,"['Te Assumi Pro Brasil - Ao Vivo', 'Decide Aí - Na Praia / Ao Vivo', 'O Nosso Santo Bateu - Na Praia / Ao Vivo', 'A Rosa E O Beija-Flor - Na Praia / Ao Vivo', 'Que Sorte A Nossa - Live', 'Incerteza - Na Praia / Ao Vivo', 'Oitava Dose - Na Praia 2 / Ao Vivo', 'A Nossa Praia - Ao Vivo', 'Do Teto Ao Chão - Ao Vivo', 'Papel Amassado - Ao Vivo', 'Exclusividade - Ao Vivo', 'Batom Na Camisa - Ao Vivo', 'Antídoto - Ao Vivo', 'Oitava Dose - Ao Vivo', 'Nessas Horas - Ao Vivo']","[""['sertanejo', 'pop']""]",https://i.scdn.co/image/63b9ab7cee0effbc5d4c3be80cc72da0e2a650c1
3007,3p7PcrEHaaKLJnPUGOtRlT,2017,brazil,Henrique & Juliano,232227967,"['Como É Que a Gente Fica - Ao Vivo', 'Na Hora da Raiva - Ao Vivo', 'Nada Nada - Ao Vivo', 'Parece Piada - Ao Vivo', 'Vidinha de Balada - Ao Vivo', 'Até Você Voltar', 'De Trás Pra Frente - Ao Vivo', 'Aquela Pessoa - Ao Vivo', 'O Céu Explica Tudo - Ao Vivo', 'Modo Sofrimento - Ao Vivo', 'Não Passa Vontade - Ao Vivo', 'Meu Amor - Ao Vivo', 'Mais Amor e Menos Drama - Ao Vivo', '5 Km - Ao Vivo', 'Bebida Com Saudade - Ao Vivo', 'Maquiagem Não Disfarça - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/f9e65e111cbb16276d2c27dcdd5b8759b23f6d10
1246,1elUiq4X7pxej6FRlrEzjM,2017,brazil,Jorge & Mateus,231989834,"['Paredes - Ao Vivo', 'Ou Some Ou Soma - Ao Vivo', 'Sosseguei - Ao Vivo', 'Louca de Saudade - Ao Vivo', 'Pra Sempre Com Você - Ao Vivo', 'Vou Voando - Ao Vivo', 'De Tanto Te Querer - Ao Vivo', 'Os Anjos Cantam', 'Logo Eu', 'Se o Amor Tiver Lugar', 'Medida Certa', 'Contrato']","[""['sertanejo']""]",https://i.scdn.co/image/10922ac8c851362ca476e41dd0bc6a151c554333
1467,1yR65psqiazQpeM79CcGh8,2017,brazil,Marília Mendonça,201375692,"['Eu Sei de Cor - Ao Vivo | Acústico', 'Infiel - Ao Vivo', 'Como Faz Com Ela - Ao Vivo', 'O Que Falta Em Você Sou Eu - Ao Vivo', 'Sentimento Louco - Ao Vivo', 'Saudade do Meu Ex - Ao Vivo | Acústico', 'Folgado - Ao Vivo', 'Hoje Somos Só Metade - Ao Vivo', 'O Que É Amor Pra Você - Ao Vivo', 'Alô Porteiro - Ao Vivo', 'De Quem É a Culpa? - Ao Vivo', 'Amante Não Tem Lar - Ao Vivo', 'Traição Não Tem Perdão - Ao Vivo', 'Eu Sei de Cor - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/1f399aa92438efbbaad112193271dd52603ab913
5325,6eUKZXaKkcviH0Ku9w2n3V,2017,brazil,Ed Sheeran,178536156,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself', 'Shape of You - Acoustic']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
5326,6eUKZXaKkcviH0Ku9w2n3V,2017,canada,Ed Sheeran,140482658,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'Tenerife Sea', ""Don't"", 'Give Me Love', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
2762,3TVXtAsR1Inumwj472S9r4,2017,canada,Drake,114971824,"['Fake Love', 'Controlla', 'Hotline Bling', 'Passionfruit', 'Free Smoke', 'Blem', 'Teenage Fever', 'Madiba Riddim', 'Gyalchester', 'Jorja Interlude', 'Skepta Interlude', 'Do Not Disturb', 'Nothings Into Somethings', 'Lose You', ""Can't Have Everything"", 'Signs', 'Still Here', 'Pop Style', 'Back To Back']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
1970,2YZyLoL8N0Wb9xBt1NhZWg,2017,canada,Kendrick Lamar,75397806,"['The Heart Part 4', 'HUMBLE.', 'DNA.', 'ELEMENT.', 'YAH.', 'FEEL.', 'PRIDE.', 'LUST.', 'BLOOD.', 'FEAR.', 'DUCKWORTH.', 'GOD.']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
3429,4O15NlyKLIASxsJ0PrXPfz,2017,canada,Lil Uzi Vert,44423213,"['XO TOUR Llif3', 'XO Tour Llif3', 'You Was Right', 'Money Longer', 'Sauce It Up', '444+222', 'X', 'Two®', 'For Real', 'No Sleep Leak', 'Dark Queen', 'Pretty Mami', 'Feelings Mutual', 'How to Talk']","[""['rap']""]",https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152
4021,53XhwfbYqKCa1cC15pYq2q,2017,canada,Imagine Dragons,44381369,"['Believer', 'Thunder', 'Whatever It Takes', 'Walking The Wire', 'I Don’t Know Why', 'Start Over']","[""['rock']""]",https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
1932,2UwqpfQtNuhBwviIC0f2ie,2017,france,Damso,155752847,"['Amnésie', 'Α. Nwaar Is The New Black', 'Θ. Macarena', 'B. #QuedusaalVie', 'Γ. Mosaïque solitaire', 'Ε. Signaler', 'Ζ. Kietu', 'Δ. Dieu ne ment jamais', 'N. J Respect R', 'Η. Gova', 'Λ. Lové', 'Κ. Kin la belle', 'Μ. Noob Saibot', 'Ξ. Une âme pour deux', 'Débrouillard', 'BruxellesVie', 'Périscope', 'Tueurs']","[""['rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/a0caaef8c7400fb4a951c770760f9a4775f131fc
5796,7CUFPNi1TU8RowpnFRSsZV,2017,france,Niska,135758537,"['Commando', 'B.O.C', ""J'suis dans l'baye"", ""Chasse à l'homme"", 'Réseaux', 'Medellín', 'Salé', 'Story X', 'Ah bon ?', 'La wewer', 'Snapchat', ""Twerk dans l'binks"", 'Amour X', 'H&M', 'D.M.B']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/928c5e2c8d787cb963fe8964dbc19f3d88e954e5
2665,3NH8t45zOTqzlZgBvZRjvB,2017,france,PNL,88378833,"['Onizuka', 'Naha', 'Dans la légende', 'Bené', 'DA', ""Jusqu'au dernier gramme"", ""J'suis QLF"", 'Bambina', 'Luz de Luna', 'Tu sais pas', 'Le monde ou rien', 'Mira', 'Humain', 'Uranus', 'Kratos', 'Oh lala']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/5183e0a003fb8679a63fbdac311df70c79bc9851
5327,6eUKZXaKkcviH0Ku9w2n3V,2017,france,Ed Sheeran,80050744,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
5164,6Te49r3A6f5BiIgBRxH7FH,2017,france,Ninho,77027269,"[""Dis-moi que tu m'aimes"", 'Tout ira mieux', 'Binks to Binks 4', 'Roro', 'Mamacita', 'Chino', 'Caramelo', 'Rose', ""Elle m'a eu"", 'Comme prévu', 'HLM ou Palace', 'Pourquoi', 'Carbozo', 'Malcolm']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/3b11c1b82e510b866fa2e0935c9d9ab149d03407
5328,6eUKZXaKkcviH0Ku9w2n3V,2017,germany,Ed Sheeran,249409405,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
4023,53XhwfbYqKCa1cC15pYq2q,2017,germany,Imagine Dragons,97308853,"['Believer', 'Thunder', 'Whatever It Takes', 'Walking The Wire', 'I Don’t Know Why', 'Rise Up']","[""['rock']""]",https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
1107,1XKjtpH5P81gpOXDB91IEB,2017,germany,Miami Yacine,64127781,"['Kokaina', 'Bon Voyage', 'Montpellier', 'Rotterdam', 'Zigarrendunst', 'Casia', 'Parra', 'Club My - KMN Street EP.2', 'Sag nichts']","[""['hip hop']""]",https://i.scdn.co/image/3c7f530eae75146b2f8a12aec8d7d1c808588464
823,18ISxWwWjV6rPLoVCXf1dz,2017,germany,RIN,63208844,"['Doverstreet', 'Bros', 'Monica Bellucci', 'Blackout', 'Nightlife', 'Bass', 'Gamma', 'Aretha Franklin Freestyle', 'Vagabundo', 'Dizzee Rascal Type Beat', 'Colette', 'Sag mir wenn du high bist', 'Arrêté - Skit', 'Ich will dass du mich brauchst', 'Intro / Liebe']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/92a091bac0a8e19ee45cb5f6c83ed4d3096b6905
198,0Dvx6p8JDyzeOPGmaCIH1L,2017,germany,RAF Camora,59773420,"['In meiner Wolke', 'Bye, Bye', 'Andere Liga', 'Primo', 'Anthrazit', 'Vienna', 'Donna Imma', 'Teflon', 'Luft', 'Was jetzt', 'Turbo', 'Sag Nix', 'Gotham City', 'Serenade']","[""['hip hop']""]",https://i.scdn.co/image/545705916303faf8bf52413dee30637c5b417e98
5329,6eUKZXaKkcviH0Ku9w2n3V,2017,global,Ed Sheeran,4381415346,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'Tenerife Sea', ""Don't"", 'Give Me Love', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
2765,3TVXtAsR1Inumwj472S9r4,2017,global,Drake,1353762639,"['Fake Love', 'Controlla', 'Hotline Bling', 'Passionfruit', 'Free Smoke', 'Blem', 'Teenage Fever', 'Madiba Riddim', 'Gyalchester', 'Jorja Interlude', 'Skepta Interlude', 'Do Not Disturb', 'Nothings Into Somethings', 'Lose You', ""Can't Have Everything"", 'Signs']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
1973,2YZyLoL8N0Wb9xBt1NhZWg,2017,global,Kendrick Lamar,1270185045,"['The Heart Part 4', 'HUMBLE.', 'DNA.', 'ELEMENT.', 'YAH.', 'FEEL.', 'PRIDE.', 'LUST.', 'BLOOD.', 'FEAR.', 'DUCKWORTH.', 'GOD.']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
4024,53XhwfbYqKCa1cC15pYq2q,2017,global,Imagine Dragons,1102832108,"['Believer', 'Thunder', 'Whatever It Takes', 'Walking The Wire', 'I Don’t Know Why', 'Start Over', 'Rise Up', 'I’ll Make It Up To You']","[""['rock']""]",https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
489,0du5cEVh5yTK9QJze8zA0C,2017,global,Bruno Mars,936712387,"['24K Magic', 'Versace on the Floor', ""That's What I Like""]","[""['pop']""]",https://i.scdn.co/image/aa32d6d4ca2467974403518dd3ebfe8831c5ced1
2000,2ZjWbNQAjL74Pf4aqikIz2,2017,japan,Shota Shimizu,7063406,"['My Boo', 'Dream', '君が好き', 'Because of You', 'Home', 'Fire', 'Milk Tea', 'Sorry Not Sorry', 'Damage', 'Hanataba No Kawari Ni Melody Wo']","[""['r&b', 'j-pop']""]",https://i.scdn.co/image/b24ab96817962b20b162700dc00e2ffe1b285e73
6123,7n2Ycct7Beij7Dj7meI4X0,2017,japan,TWICE,6935986,"['TT - Japanese ver.', 'TT', 'SIGNAL - Japanese ver.', 'CHEER UP - Japanese ver.', 'Like OOH-AHH - Japanese ver.', 'KNOCK KNOCK - Japanese ver.', 'CHEER UP', 'SIGNAL', 'Jelly Jelly', 'KNOCK KNOCK', 'Like OOH-AHH', 'One More Time', 'LUV ME', 'LIKEY', 'Heart Shaker', 'Merry & Happy']","[""['k-pop']""]",https://i.scdn.co/image/6b7377383979d8d8985786c1489503b356a55146
5330,6eUKZXaKkcviH0Ku9w2n3V,2017,japan,Ed Sheeran,5722480,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'Galway Girl', 'Perfect']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
837,1AyWsgtaIgXbzjJlTx2ZDp,2017,japan,AAA,5607036,"['恋音と雨空', 'さよならの前に', 'No Way Back', 'MAGIC', 'LOVER', '涙のない世界', '愛してるのに、愛せない', 'LIFE', 'WAY OF GLORY', 'NEW']","[""['j-idol', 'r&b', 'j-pop']""]",https://i.scdn.co/image/c701ca60eb5e276acde4e401a3f41049eec43962
75,06HL4z0CvFAxyc27GXpf02,2017,japan,Taylor Swift,3622182,"['Shake It Off', 'Look What You Made Me Do', 'Blank Space', '...Ready For It?', 'Gorgeous', 'Call It What You Want', 'We Are Never Ever Getting Back Together']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
5331,6eUKZXaKkcviH0Ku9w2n3V,2017,united_kingdom,Ed Sheeran,679775999,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'Tenerife Sea', ""Don't"", 'Give Me Love', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself', 'Shape of You - Acoustic', ""I'm a Mess"", 'One', 'Sing', 'Kiss Me', 'Drunk', 'Bloodstream', ""You Need Me, I Don't Need You"", 'Lego House', 'Small Bump', 'Baby One More Time - Recorded at Spotify Studios New York City']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
2766,3TVXtAsR1Inumwj472S9r4,2017,united_kingdom,Drake,178048674,"['Fake Love', 'Controlla', 'Hotline Bling', 'Passionfruit', 'Free Smoke', 'Blem', 'Teenage Fever', 'Madiba Riddim', 'Gyalchester', 'Jorja Interlude', 'Skepta Interlude', 'Do Not Disturb', 'Nothings Into Somethings', 'Lose You', ""Can't Have Everything"", 'Signs']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
5085,6M2wZ9GZgrQXHCFfjv46we,2017,united_kingdom,Dua Lipa,93065364,"['Blow Your Mind (Mwah)', 'Be the One', 'New Rules', 'IDGAF', 'Hotter Than Hell', ""Thinking 'Bout You""]","[""['pop', 'dance pop']""]",https://i.scdn.co/image/330f9806621bc0fe67f5c06f2f1f8df53d011b4e
1975,2YZyLoL8N0Wb9xBt1NhZWg,2017,united_kingdom,Kendrick Lamar,77875105,"['The Heart Part 4', 'HUMBLE.', 'DNA.', 'ELEMENT.', 'YAH.', 'FEEL.', 'PRIDE.', 'LUST.', 'BLOOD.', 'FEAR.', 'DUCKWORTH.', 'GOD.']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
6136,7n2wHs1TKAczGzO7Dd2rGr,2017,united_kingdom,Shawn Mendes,76853951,"['Mercy', 'Treat You Better', 'Stitches', ""There's Nothing Holdin' Me Back""]","[""['pop', 'dance pop']""]",https://i.scdn.co/image/6bd59cfbd3e1e6394af710bddcd62999aae31c6f
1976,2YZyLoL8N0Wb9xBt1NhZWg,2017,united_states,Kendrick Lamar,839545531,"['The Heart Part 4', 'HUMBLE.', 'DNA.', 'ELEMENT.', 'YAH.', 'FEEL.', 'PRIDE.', 'LUST.', 'BLOOD.', 'FEAR.', 'DUCKWORTH.', 'GOD.']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
2767,3TVXtAsR1Inumwj472S9r4,2017,united_states,Drake,790689275,"['Fake Love', 'Controlla', 'Hotline Bling', 'Passionfruit', 'Free Smoke', 'Blem', 'Teenage Fever', 'Madiba Riddim', 'Gyalchester', 'Jorja Interlude', 'Skepta Interlude', 'Do Not Disturb', 'Nothings Into Somethings', 'Lose You', ""Can't Have Everything"", 'Signs', 'Still Here', 'Pop Style', 'Childs Play']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
5332,6eUKZXaKkcviH0Ku9w2n3V,2017,united_states,Ed Sheeran,708482225,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan', 'Bibia Be Ye Ye', 'Save Myself']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
3435,4O15NlyKLIASxsJ0PrXPfz,2017,united_states,Lil Uzi Vert,653725211,"['XO TOUR Llif3', 'XO Tour Llif3', 'You Was Right', 'Money Longer', 'Sauce It Up', '444+222', 'X', 'Two®', 'For Real', 'No Sleep Leak', 'Dark Queen', 'Pretty Mami', 'Feelings Mutual', 'How to Talk', 'Erase Your Social', 'Do What I Want', 'Malfunction', 'Early 20 Rager', '20 Min', 'Skir Skirr']","[""['rap']""]",https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152
